Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0099
3999.00,0.0099
3998.00,0.0098
3997.00,0.0098
3996.00,0.0097
3995.00,0.0097
3994.00,0.0097
3993.00,0.0097
3992.00,0.0097
3991.00,0.0097
3990.00,0.0097
3989.00,0.0097
3988.00,0.0097
3987.00,0.0096
3986.00,0.0096
3985.00,0.0097
3984.00,0.0097
3983.00,0.0097
3982.00,0.0097
3981.00,0.0097
3980.00,0.0097
3979.00,0.0097
3978.00,0.0097
3977.00,0.0096
3976.00,0.0096
3975.00,0.0096
3974.00,0.0095
3973.00,0.0096
3972.00,0.0096
3971.00,0.0097
3970.00,0.0097
3969.00,0.0098
3968.00,0.0097
3967.00,0.0096
3966.00,0.0096
3965.00,0.0096
3964.00,0.0096
3963.00,0.0097
3962.00,0.0097
3961.00,0.0097
3960.00,0.0096
3959.00,0.0096
3958.00,0.0096
3957.00,0.0096
3956.00,0.0096
3955.00,0.0095
3954.00,0.0095
3953.00,0.0095
3952.00,0.0095
3951.00,0.0096
3950.00,0.0097
3949.00,0.0097
3948.00,0.0098
3947.00,0.0098
3946.00,0.0097
3945.00,0.0096
3944.00,0.0096
3943.00,0.0095
3942.00,0.0095
3941.00,0.0095
3940.00,0.0095
3939.00,0.0096
3938.00,0.0096
3937.00,0.0096
3936.00,0.0096
3935.00,0.0095
3934.00,0.0095
3933.00,0.0095
3932.00,0.0095
3931.00,0.0095
3930.00,0.0095
3929.00,0.0095
3928.00,0.0096
3927.00,0.0096
3926.00,0.0097
3925.00,0.0097
3924.00,0.0097
3923.00,0.0097
3922.00,0.0096
3921.00,0.0096
3920.00,0.0096
3919.00,0.0096
3918.00,0.0096
3917.00,0.0096
3916.00,0.0096
3915.00,0.0096
3914.00,0.0096
3913.00,0.0096
3912.00,0.0096
3911.00,0.0096
3910.00,0.0096
3909.00,0.0095
3908.00,0.0094
3907.00,0.0093
3906.00,0.0093
3905.00,0.0092
3904.00,0.0092
3903.00,0.0092
3902.00,0.0093
3901.00,0.0093
3900.00,0.0094
3899.00,0.0094
3898.00,0.0094
3897.00,0.0093
3896.00,0.0093
3895.00,0.0094
3894.00,0.0094
3893.00,0.0095
3892.00,0.0095
3891.00,0.0094
3890.00,0.0092
3889.00,0.0090
3888.00,0.0090
3887.00,0.0091
3886.00,0.0091
3885.00,0.0091
3884.00,0.0090
3883.00,0.0090
3882.00,0.0091
3881.00,0.0092
3880.00,0.0092
3879.00,0.0092
3878.00,0.0092
3877.00,0.0093
3876.00,0.0094
3875.00,0.0094
3874.00,0.0093
3873.00,0.0091
3872.00,0.0091
3871.00,0.0092
3870.00,0.0093
3869.00,0.0092
3868.00,0.0091
3867.00,0.0091
3866.00,0.0092
3865.00,0.0093
3864.00,0.0095
3863.00,0.0095
3862.00,0.0095
3861.00,0.0095
3860.00,0.0095
3859.00,0.0094
3858.00,0.0092
3857.00,0.0089
3856.00,0.0087
3855.00,0.0086
3854.00,0.0088
3853.00,0.0089
3852.00,0.0089
3851.00,0.0089
3850.00,0.0090
3849.00,0.0092
3848.00,0.0093
3847.00,0.0093
3846.00,0.0093
3845.00,0.0093
3844.00,0.0093
3843.00,0.0092
3842.00,0.0092
3841.00,0.0092
3840.00,0.0093
3839.00,0.0094
3838.00,0.0094
3837.00,0.0093
3836.00,0.0093
3835.00,0.0093
3834.00,0.0093
3833.00,0.0094
3832.00,0.0094
3831.00,0.0094
3830.00,0.0094
3829.00,0.0094
3828.00,0.0094
3827.00,0.0094
3826.00,0.0093
3825.00,0.0093
3824.00,0.0093
3823.00,0.0094
3822.00,0.0094
3821.00,0.0094
3820.00,0.0092
3819.00,0.0091
3818.00,0.0091
3817.00,0.0093
3816.00,0.0095
3815.00,0.0095
3814.00,0.0095
3813.00,0.0095
3812.00,0.0094
3811.00,0.0094
3810.00,0.0092
3809.00,0.0091
3808.00,0.0092
3807.00,0.0092
3806.00,0.0093
3805.00,0.0093
3804.00,0.0093
3803.00,0.0094
3802.00,0.0095
3801.00,0.0096
3800.00,0.0095
3799.00,0.0094
3798.00,0.0094
3797.00,0.0095
3796.00,0.0095
3795.00,0.0094
3794.00,0.0094
3793.00,0.0094
3792.00,0.0095
3791.00,0.0095
3790.00,0.0095
3789.00,0.0095
3788.00,0.0096
3787.00,0.0096
3786.00,0.0097
3785.00,0.0097
3784.00,0.0097
3783.00,0.0096
3782.00,0.0096
3781.00,0.0095
3780.00,0.0095
3779.00,0.0095
3778.00,0.0095
3777.00,0.0095
3776.00,0.0095
3775.00,0.0095
3774.00,0.0094
3773.00,0.0094
3772.00,0.0093
3771.00,0.0093
3770.00,0.0092
3769.00,0.0091
3768.00,0.0091
3767.00,0.0092
3766.00,0.0093
3765.00,0.0094
3764.00,0.0094
3763.00,0.0094
3762.00,0.0094
3761.00,0.0094
3760.00,0.0094
3759.00,0.0094
3758.00,0.0093
3757.00,0.0092
3756.00,0.0091
3755.00,0.0090
3754.00,0.0089
3753.00,0.0088
3752.00,0.0088
3751.00,0.0090
3750.00,0.0090
3749.00,0.0090
3748.00,0.0090
3747.00,0.0090
3746.00,0.0091
3745.00,0.0091
3744.00,0.0089
3743.00,0.0087
3742.00,0.0086
3741.00,0.0088
3740.00,0.0091
3739.00,0.0092
3738.00,0.0093
3737.00,0.0093
3736.00,0.0092
3735.00,0.0092
3734.00,0.0091
3733.00,0.0091
3732.00,0.0090
3731.00,0.0090
3730.00,0.0090
3729.00,0.0091
3728.00,0.0091
3727.00,0.0092
3726.00,0.0092
3725.00,0.0091
3724.00,0.0091
3723.00,0.0092
3722.00,0.0092
3721.00,0.0093
3720.00,0.0094
3719.00,0.0094
3718.00,0.0094
3717.00,0.0093
3716.00,0.0091
3715.00,0.0090
3714.00,0.0090
3713.00,0.0091
3712.00,0.0092
3711.00,0.0092
3710.00,0.0091
3709.00,0.0090
3708.00,0.0091
3707.00,0.0092
3706.00,0.0093
3705.00,0.0094
3704.00,0.0094
3703.00,0.0093
3702.00,0.0093
3701.00,0.0092
3700.00,0.0093
3699.00,0.0093
3698.00,0.0094
3697.00,0.0094
3696.00,0.0094
3695.00,0.0093
3694.00,0.0092
3693.00,0.0090
3692.00,0.0090
3691.00,0.0091
3690.00,0.0093
3689.00,0.0094
3688.00,0.0095
3687.00,0.0094
3686.00,0.0093
3685.00,0.0093
3684.00,0.0093
3683.00,0.0093
3682.00,0.0092
3681.00,0.0091
3680.00,0.0089
3679.00,0.0087
3678.00,0.0085
3677.00,0.0084
3676.00,0.0085
3675.00,0.0085
3674.00,0.0084
3673.00,0.0083
3672.00,0.0084
3671.00,0.0087
3670.00,0.0089
3669.00,0.0090
3668.00,0.0089
3667.00,0.0089
3666.00,0.0089
3665.00,0.0090
3664.00,0.0090
3663.00,0.0090
3662.00,0.0090
