Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0358
3999.00,0.0358
3998.00,0.0358
3997.00,0.0358
3996.00,0.0358
3995.00,0.0358
3994.00,0.0359
3993.00,0.0359
3992.00,0.0359
3991.00,0.0359
3990.00,0.0359
3989.00,0.0359
3988.00,0.0359
3987.00,0.0358
3986.00,0.0358
3985.00,0.0358
3984.00,0.0358
3983.00,0.0357
3982.00,0.0357
3981.00,0.0357
3980.00,0.0357
3979.00,0.0357
3978.00,0.0358
3977.00,0.0358
3976.00,0.0358
3975.00,0.0358
3974.00,0.0358
3973.00,0.0358
3972.00,0.0358
3971.00,0.0358
3970.00,0.0358
3969.00,0.0358
3968.00,0.0358
3967.00,0.0358
3966.00,0.0358
3965.00,0.0358
3964.00,0.0358
3963.00,0.0358
3962.00,0.0358
3961.00,0.0358
3960.00,0.0358
3959.00,0.0358
3958.00,0.0358
3957.00,0.0357
3956.00,0.0357
3955.00,0.0357
3954.00,0.0357
3953.00,0.0358
3952.00,0.0358
3951.00,0.0358
3950.00,0.0358
3949.00,0.0358
3948.00,0.0358
3947.00,0.0358
3946.00,0.0359
3945.00,0.0358
3944.00,0.0357
3943.00,0.0357
3942.00,0.0357
3941.00,0.0357
3940.00,0.0358
3939.00,0.0358
3938.00,0.0358
3937.00,0.0359
3936.00,0.0359
3935.00,0.0360
3934.00,0.0360
3933.00,0.0360
3932.00,0.0360
3931.00,0.0359
3930.00,0.0358
3929.00,0.0357
3928.00,0.0357
3927.00,0.0357
3926.00,0.0357
3925.00,0.0356
3924.00,0.0356
3923.00,0.0357
3922.00,0.0357
3921.00,0.0358
3920.00,0.0358
3919.00,0.0358
3918.00,0.0358
3917.00,0.0358
3916.00,0.0358
3915.00,0.0358
3914.00,0.0358
3913.00,0.0358
3912.00,0.0358
3911.00,0.0358
3910.00,0.0358
3909.00,0.0358
3908.00,0.0358
3907.00,0.0358
3906.00,0.0358
3905.00,0.0358
3904.00,0.0359
3903.00,0.0360
3902.00,0.0361
3901.00,0.0360
3900.00,0.0359
3899.00,0.0358
3898.00,0.0358
3897.00,0.0359
3896.00,0.0360
3895.00,0.0360
3894.00,0.0360
3893.00,0.0359
3892.00,0.0358
3891.00,0.0358
3890.00,0.0358
3889.00,0.0360
3888.00,0.0360
3887.00,0.0361
3886.00,0.0361
3885.00,0.0361
3884.00,0.0361
3883.00,0.0360
3882.00,0.0358
3881.00,0.0356
3880.00,0.0356
3879.00,0.0357
3878.00,0.0359
3877.00,0.0360
3876.00,0.0359
3875.00,0.0358
3874.00,0.0358
3873.00,0.0359
3872.00,0.0360
3871.00,0.0360
3870.00,0.0359
3869.00,0.0360
3868.00,0.0362
3867.00,0.0363
3866.00,0.0363
3865.00,0.0362
3864.00,0.0360
3863.00,0.0360
3862.00,0.0360
3861.00,0.0361
3860.00,0.0361
3859.00,0.0361
3858.00,0.0360
3857.00,0.0359
3856.00,0.0359
3855.00,0.0363
3854.00,0.0365
3853.00,0.0363
3852.00,0.0361
3851.00,0.0361
3850.00,0.0362
3849.00,0.0362
3848.00,0.0362
3847.00,0.0362
3846.00,0.0361
3845.00,0.0361
3844.00,0.0361
3843.00,0.0362
3842.00,0.0363
3841.00,0.0364
3840.00,0.0365
3839.00,0.0365
3838.00,0.0364
3837.00,0.0362
3836.00,0.0361
3835.00,0.0360
3834.00,0.0360
3833.00,0.0360
3832.00,0.0361
3831.00,0.0362
3830.00,0.0363
3829.00,0.0364
3828.00,0.0363
3827.00,0.0362
3826.00,0.0361
3825.00,0.0362
3824.00,0.0363
3823.00,0.0364
3822.00,0.0363
3821.00,0.0363
3820.00,0.0363
3819.00,0.0364
3818.00,0.0365
3817.00,0.0364
3816.00,0.0362
3815.00,0.0361
3814.00,0.0362
3813.00,0.0362
3812.00,0.0362
3811.00,0.0361
3810.00,0.0361
3809.00,0.0362
3808.00,0.0363
3807.00,0.0363
3806.00,0.0364
3805.00,0.0365
3804.00,0.0365
3803.00,0.0365
3802.00,0.0364
3801.00,0.0364
3800.00,0.0364
3799.00,0.0364
3798.00,0.0363
3797.00,0.0361
3796.00,0.0361
3795.00,0.0362
3794.00,0.0362
3793.00,0.0362
3792.00,0.0362
3791.00,0.0362
3790.00,0.0362
3789.00,0.0363
3788.00,0.0363
3787.00,0.0363
3786.00,0.0363
3785.00,0.0362
3784.00,0.0361
3783.00,0.0362
3782.00,0.0362
3781.00,0.0361
3780.00,0.0360
3779.00,0.0360
3778.00,0.0360
3777.00,0.0361
3776.00,0.0362
3775.00,0.0362
3774.00,0.0362
3773.00,0.0362
3772.00,0.0363
3771.00,0.0363
3770.00,0.0364
3769.00,0.0364
3768.00,0.0365
3767.00,0.0364
3766.00,0.0363
3765.00,0.0363
3764.00,0.0364
3763.00,0.0365
3762.00,0.0365
3761.00,0.0365
3760.00,0.0364
3759.00,0.0364
3758.00,0.0364
3757.00,0.0365
3756.00,0.0366
3755.00,0.0367
3754.00,0.0368
3753.00,0.0371
