Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0037
3999.00,0.0037
3998.00,0.0037
3997.00,0.0037
3996.00,0.0037
3995.00,0.0037
3994.00,0.0037
3993.00,0.0037
3992.00,0.0037
3991.00,0.0037
3990.00,0.0037
3989.00,0.0037
3988.00,0.0036
3987.00,0.0036
3986.00,0.0036
3985.00,0.0037
3984.00,0.0037
3983.00,0.0037
3982.00,0.0037
3981.00,0.0037
3980.00,0.0037
3979.00,0.0037
3978.00,0.0037
3977.00,0.0037
3976.00,0.0037
3975.00,0.0037
3974.00,0.0037
3973.00,0.0037
3972.00,0.0037
3971.00,0.0037
3970.00,0.0038
3969.00,0.0038
3968.00,0.0037
3967.00,0.0037
3966.00,0.0036
3965.00,0.0036
3964.00,0.0037
3963.00,0.0038
3962.00,0.0039
3961.00,0.0038
3960.00,0.0038
3959.00,0.0037
3958.00,0.0037
3957.00,0.0037
3956.00,0.0036
3955.00,0.0036
3954.00,0.0036
3953.00,0.0036
3952.00,0.0036
3951.00,0.0037
3950.00,0.0038
3949.00,0.0039
3948.00,0.0040
3947.00,0.0040
3946.00,0.0039
3945.00,0.0039
3944.00,0.0038
3943.00,0.0037
3942.00,0.0036
3941.00,0.0036
3940.00,0.0036
3939.00,0.0037
3938.00,0.0037
3937.00,0.0037
3936.00,0.0037
3935.00,0.0037
3934.00,0.0037
3933.00,0.0037
3932.00,0.0037
3931.00,0.0037
3930.00,0.0038
3929.00,0.0038
3928.00,0.0038
3927.00,0.0039
3926.00,0.0039
3925.00,0.0039
3924.00,0.0039
3923.00,0.0039
3922.00,0.0038
3921.00,0.0038
3920.00,0.0037
3919.00,0.0037
3918.00,0.0038
3917.00,0.0038
3916.00,0.0038
3915.00,0.0038
3914.00,0.0038
3913.00,0.0038
3912.00,0.0037
3911.00,0.0037
3910.00,0.0037
3909.00,0.0038
3908.00,0.0038
3907.00,0.0038
3906.00,0.0038
3905.00,0.0038
3904.00,0.0038
3903.00,0.0038
3902.00,0.0039
3901.00,0.0039
3900.00,0.0039
3899.00,0.0038
3898.00,0.0038
3897.00,0.0038
3896.00,0.0038
3895.00,0.0039
3894.00,0.0039
3893.00,0.0039
3892.00,0.0038
3891.00,0.0037
3890.00,0.0036
3889.00,0.0035
3888.00,0.0035
3887.00,0.0035
3886.00,0.0035
3885.00,0.0035
3884.00,0.0036
3883.00,0.0037
3882.00,0.0037
3881.00,0.0036
3880.00,0.0035
3879.00,0.0035
3878.00,0.0037
3877.00,0.0039
3876.00,0.0041
3875.00,0.0040
3874.00,0.0039
3873.00,0.0038
3872.00,0.0039
3871.00,0.0039
3870.00,0.0039
3869.00,0.0038
3868.00,0.0038
3867.00,0.0039
3866.00,0.0040
3865.00,0.0041
3864.00,0.0041
3863.00,0.0041
3862.00,0.0041
3861.00,0.0041
3860.00,0.0041
3859.00,0.0040
3858.00,0.0039
3857.00,0.0036
3856.00,0.0033
3855.00,0.0033
3854.00,0.0034
3853.00,0.0036
3852.00,0.0037
3851.00,0.0038
3850.00,0.0039
3849.00,0.0039
3848.00,0.0039
3847.00,0.0039
3846.00,0.0039
3845.00,0.0039
3844.00,0.0040
3843.00,0.0040
3842.00,0.0040
3841.00,0.0041
3840.00,0.0043
3839.00,0.0043
3838.00,0.0042
3837.00,0.0041
3836.00,0.0040
3835.00,0.0039
3834.00,0.0040
3833.00,0.0040
3832.00,0.0040
3831.00,0.0040
3830.00,0.0040
3829.00,0.0041
3828.00,0.0041
3827.00,0.0040
3826.00,0.0039
3825.00,0.0039
3824.00,0.0040
3823.00,0.0042
3822.00,0.0042
3821.00,0.0041
3820.00,0.0040
3819.00,0.0040
3818.00,0.0040
3817.00,0.0041
3816.00,0.0040
3815.00,0.0040
3814.00,0.0041
3813.00,0.0041
3812.00,0.0040
3811.00,0.0039
3810.00,0.0037
3809.00,0.0037
3808.00,0.0038
3807.00,0.0039
3806.00,0.0040
3805.00,0.0042
3804.00,0.0044
3803.00,0.0045
3802.00,0.0045
3801.00,0.0044
3800.00,0.0043
3799.00,0.0042
3798.00,0.0042
3797.00,0.0041
3796.00,0.0040
3795.00,0.0039
3794.00,0.0039
3793.00,0.0040
3792.00,0.0040
3791.00,0.0040
3790.00,0.0040
3789.00,0.0040
3788.00,0.0041
3787.00,0.0042
3786.00,0.0043
3785.00,0.0043
3784.00,0.0043
3783.00,0.0043
3782.00,0.0042
3781.00,0.0042
3780.00,0.0041
3779.00,0.0040
3778.00,0.0039
3777.00,0.0039
3776.00,0.0040
3775.00,0.0040
3774.00,0.0040
3773.00,0.0040
3772.00,0.0040
3771.00,0.0040
3770.00,0.0040
3769.00,0.0039
3768.00,0.0040
3767.00,0.0040
3766.00,0.0041
3765.00,0.0041
3764.00,0.0041
3763.00,0.0041
3762.00,0.0042
3761.00,0.0043
3760.00,0.0043
3759.00,0.0043
3758.00,0.0042
3757.00,0.0042
3756.00,0.0041
3755.00,0.0041
3754.00,0.0041
3753.00,0.0041
3752.00,0.0043
3751.00,0.0044
3750.00,0.0044
3749.00,0.0044
3748.00,0.0044
3747.00,0.0044
3746.00,0.0043
3745.00,0.0041
3744.00,0.0039
3743.00,0.0039
3742.00,0.0041
3741.00,0.0044
3740.00,0.0045
3739.00,0.0045
3738.00,0.0044
3737.00,0.0045
3736.00,0.0045
3735.00,0.0044
3734.00,0.0043
3733.00,0.0042
3732.00,0.0041
3731.00,0.0041
3730.00,0.0042
3729.00,0.0043
3728.00,0.0043
3727.00,0.0043
3726.00,0.0043
