Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0177
3999.00,0.0177
3998.00,0.0177
3997.00,0.0177
3996.00,0.0177
3995.00,0.0176
3994.00,0.0176
3993.00,0.0175
3992.00,0.0175
3991.00,0.0175
3990.00,0.0175
3989.00,0.0175
3988.00,0.0175
3987.00,0.0174
3986.00,0.0175
3985.00,0.0175
3984.00,0.0176
3983.00,0.0176
3982.00,0.0176
3981.00,0.0176
3980.00,0.0175
3979.00,0.0175
3978.00,0.0175
3977.00,0.0175
3976.00,0.0175
3975.00,0.0175
3974.00,0.0174
3973.00,0.0175
3972.00,0.0175
3971.00,0.0175
3970.00,0.0175
3969.00,0.0175
3968.00,0.0175
3967.00,0.0174
3966.00,0.0174
3965.00,0.0174
3964.00,0.0175
3963.00,0.0175
3962.00,0.0176
3961.00,0.0176
3960.00,0.0175
3959.00,0.0174
3958.00,0.0174
3957.00,0.0174
3956.00,0.0174
3955.00,0.0174
3954.00,0.0174
3953.00,0.0174
3952.00,0.0174
3951.00,0.0175
3950.00,0.0176
3949.00,0.0176
3948.00,0.0176
3947.00,0.0176
3946.00,0.0176
3945.00,0.0175
3944.00,0.0174
3943.00,0.0173
3942.00,0.0172
3941.00,0.0172
3940.00,0.0172
3939.00,0.0173
3938.00,0.0173
3937.00,0.0173
3936.00,0.0174
3935.00,0.0174
3934.00,0.0174
3933.00,0.0174
3932.00,0.0174
3931.00,0.0174
3930.00,0.0174
3929.00,0.0174
3928.00,0.0174
3927.00,0.0174
3926.00,0.0174
3925.00,0.0174
3924.00,0.0174
3923.00,0.0174
3922.00,0.0174
3921.00,0.0174
3920.00,0.0174
3919.00,0.0174
3918.00,0.0174
3917.00,0.0174
3916.00,0.0173
3915.00,0.0173
3914.00,0.0173
3913.00,0.0173
3912.00,0.0173
3911.00,0.0173
3910.00,0.0173
3909.00,0.0173
3908.00,0.0173
3907.00,0.0173
3906.00,0.0173
3905.00,0.0173
3904.00,0.0173
3903.00,0.0173
3902.00,0.0174
3901.00,0.0174
3900.00,0.0173
3899.00,0.0172
3898.00,0.0172
3897.00,0.0172
3896.00,0.0173
3895.00,0.0174
3894.00,0.0174
3893.00,0.0173
3892.00,0.0172
3891.00,0.0170
3890.00,0.0170
3889.00,0.0170
3888.00,0.0170
3887.00,0.0170
3886.00,0.0170
3885.00,0.0170
3884.00,0.0171
3883.00,0.0171
3882.00,0.0170
3881.00,0.0168
3880.00,0.0167
3879.00,0.0167
3878.00,0.0170
3877.00,0.0173
3876.00,0.0174
3875.00,0.0173
3874.00,0.0172
3873.00,0.0172
3872.00,0.0172
3871.00,0.0172
3870.00,0.0171
3869.00,0.0171
3868.00,0.0171
3867.00,0.0172
3866.00,0.0173
3865.00,0.0173
3864.00,0.0173
3863.00,0.0172
3862.00,0.0173
3861.00,0.0173
3860.00,0.0173
3859.00,0.0173
3858.00,0.0171
3857.00,0.0169
3856.00,0.0167
3855.00,0.0167
3854.00,0.0169
3853.00,0.0169
3852.00,0.0169
3851.00,0.0170
3850.00,0.0171
3849.00,0.0171
3848.00,0.0170
3847.00,0.0170
3846.00,0.0171
3845.00,0.0171
3844.00,0.0171
3843.00,0.0171
3842.00,0.0172
3841.00,0.0173
3840.00,0.0173
3839.00,0.0173
3838.00,0.0172
3837.00,0.0171
3836.00,0.0171
3835.00,0.0171
3834.00,0.0170
3833.00,0.0170
3832.00,0.0170
3831.00,0.0170
3830.00,0.0171
3829.00,0.0172
3828.00,0.0171
3827.00,0.0170
3826.00,0.0170
3825.00,0.0170
3824.00,0.0171
3823.00,0.0172
3822.00,0.0172
3821.00,0.0172
3820.00,0.0170
3819.00,0.0171
3818.00,0.0171
3817.00,0.0170
3816.00,0.0170
3815.00,0.0169
3814.00,0.0170
3813.00,0.0171
3812.00,0.0170
3811.00,0.0169
3810.00,0.0168
3809.00,0.0168
3808.00,0.0169
3807.00,0.0169
3806.00,0.0171
3805.00,0.0172
3804.00,0.0174
3803.00,0.0174
3802.00,0.0173
3801.00,0.0171
3800.00,0.0170
3799.00,0.0170
3798.00,0.0169
3797.00,0.0167
3796.00,0.0166
3795.00,0.0166
3794.00,0.0167
3793.00,0.0168
3792.00,0.0169
3791.00,0.0169
3790.00,0.0169
3789.00,0.0169
3788.00,0.0170
3787.00,0.0170
3786.00,0.0171
3785.00,0.0170
3784.00,0.0170
3783.00,0.0170
3782.00,0.0169
3781.00,0.0169
3780.00,0.0168
3779.00,0.0167
3778.00,0.0166
3777.00,0.0167
3776.00,0.0168
3775.00,0.0168
3774.00,0.0168
3773.00,0.0168
3772.00,0.0168
3771.00,0.0168
3770.00,0.0168
3769.00,0.0167
3768.00,0.0167
3767.00,0.0168
3766.00,0.0168
3765.00,0.0167
3764.00,0.0168
3763.00,0.0169
3762.00,0.0170
3761.00,0.0170
3760.00,0.0169
3759.00,0.0168
3758.00,0.0167
3757.00,0.0167
3756.00,0.0167
3755.00,0.0167
3754.00,0.0167
3753.00,0.0168
3752.00,0.0169
3751.00,0.0169
3750.00,0.0169
3749.00,0.0169
3748.00,0.0170
3747.00,0.0170
3746.00,0.0169
3745.00,0.0167
3744.00,0.0166
3743.00,0.0166
3742.00,0.0168
3741.00,0.0169
3740.00,0.0169
3739.00,0.0170
3738.00,0.0170
3737.00,0.0171
3736.00,0.0171
3735.00,0.0170
3734.00,0.0167
3733.00,0.0165
3732.00,0.0164
3731.00,0.0164
3730.00,0.0165
3729.00,0.0166
3728.00,0.0167
3727.00,0.0168
3726.00,0.0168
3725.00,0.0168
3724.00,0.0168
3723.00,0.0167
3722.00,0.0167
3721.00,0.0167
3720.00,0.0168
3719.00,0.0169
3718.00,0.0169
3717.00,0.0169
3716.00,0.0169
3715.00,0.0170
3714.00,0.0172
3713.00,0.0174
3712.00,0.0176
3711.00,0.0177
3710.00,0.0175
3709.00,0.0175
3708.00,0.0176
3707.00,0.0179
3706.00,0.0182
3705.00,0.0184
3704.00,0.0186
3703.00,0.0187
3702.00,0.0187
3701.00,0.0189
3700.00,0.0191
3699.00,0.0193
3698.00,0.0194
3697.00,0.0195
3696.00,0.0195
3695.00,0.0195
3694.00,0.0195
3693.00,0.0195
3692.00,0.0195
3691.00,0.0196
3690.00,0.0197
3689.00,0.0196
3688.00,0.0194
3687.00,0.0193
3686.00,0.0192
3685.00,0.0191
3684.00,0.0189
3683.00,0.0187
3682.00,0.0186
3681.00,0.0184
3680.00,0.0182
3679.00,0.0180
3678.00,0.0178
3677.00,0.0177
3676.00,0.0177
3675.00,0.0176
3674.00,0.0176
3673.00,0.0177
3672.00,0.0179
3671.00,0.0180
3670.00,0.0180
3669.00,0.0180
3668.00,0.0180
3667.00,0.0181
