Created as New Dataset,
cm-1,A
4000.00,0.0126
3999.00,0.0126
3998.00,0.0126
3997.00,0.0126
3996.00,0.0127
3995.00,0.0127
3994.00,0.0127
3993.00,0.0127
3992.00,0.0127
3991.00,0.0127
3990.00,0.0126
3989.00,0.0126
3988.00,0.0125
3987.00,0.0125
3986.00,0.0125
3985.00,0.0125
3984.00,0.0125
3983.00,0.0126
3982.00,0.0126
3981.00,0.0126
3980.00,0.0126
3979.00,0.0127
3978.00,0.0127
3977.00,0.0127
3976.00,0.0127
3975.00,0.0127
3974.00,0.0127
3973.00,0.0127
3972.00,0.0127
3971.00,0.0126
3970.00,0.0126
3969.00,0.0126
3968.00,0.0125
3967.00,0.0125
3966.00,0.0125
3965.00,0.0126
3964.00,0.0126
3963.00,0.0126
3962.00,0.0126
3961.00,0.0127
3960.00,0.0127
3959.00,0.0127
3958.00,0.0127
3957.00,0.0127
3956.00,0.0126
3955.00,0.0126
3954.00,0.0127
3953.00,0.0127
3952.00,0.0128
3951.00,0.0128
3950.00,0.0128
3949.00,0.0128
3948.00,0.0128
3947.00,0.0129
3946.00,0.0130
3945.00,0.0130
3944.00,0.0130
3943.00,0.0130
3942.00,0.0129
3941.00,0.0129
3940.00,0.0129
3939.00,0.0128
3938.00,0.0127
3937.00,0.0127
3936.00,0.0127
3935.00,0.0128
3934.00,0.0129
3933.00,0.0130
3932.00,0.0130
3931.00,0.0130
3930.00,0.0130
3929.00,0.0131
3928.00,0.0131
3927.00,0.0131
3926.00,0.0130
3925.00,0.0129
3924.00,0.0129
3923.00,0.0130
3922.00,0.0130
3921.00,0.0130
3920.00,0.0130
3919.00,0.0130
3918.00,0.0130
3917.00,0.0130
3916.00,0.0129
3915.00,0.0128
3914.00,0.0127
3913.00,0.0126
3912.00,0.0125
3911.00,0.0125
3910.00,0.0125
3909.00,0.0127
3908.00,0.0129
3907.00,0.0130
3906.00,0.0132
3905.00,0.0132
3904.00,0.0133
3903.00,0.0135
3902.00,0.0138
3901.00,0.0139
3900.00,0.0138
3899.00,0.0135
3898.00,0.0133
3897.00,0.0131
3896.00,0.0131
3895.00,0.0131
3894.00,0.0130
3893.00,0.0130
3892.00,0.0128
3891.00,0.0127
3890.00,0.0128
3889.00,0.0130
3888.00,0.0133
3887.00,0.0132
3886.00,0.0130
3885.00,0.0129
3884.00,0.0133
3883.00,0.0137
3882.00,0.0138
3881.00,0.0135
3880.00,0.0131
3879.00,0.0130
3878.00,0.0131
3877.00,0.0133
3876.00,0.0133
3875.00,0.0130
3874.00,0.0129
3873.00,0.0132
3872.00,0.0135
3871.00,0.0136
3870.00,0.0133
3869.00,0.0132
3868.00,0.0134
3867.00,0.0137
3866.00,0.0137
3865.00,0.0134
3864.00,0.0132
3863.00,0.0132
3862.00,0.0133
3861.00,0.0131
3860.00,0.0129
3859.00,0.0128
3858.00,0.0128
3857.00,0.0130
3856.00,0.0133
3855.00,0.0133
3854.00,0.0132
3853.00,0.0132
3852.00,0.0134
3851.00,0.0135
3850.00,0.0134
3849.00,0.0131
3848.00,0.0128
3847.00,0.0127
3846.00,0.0127
3845.00,0.0127
3844.00,0.0127
3843.00,0.0127
3842.00,0.0130
3841.00,0.0132
3840.00,0.0134
3839.00,0.0134
3838.00,0.0133
3837.00,0.0133
3836.00,0.0133
3835.00,0.0133
3834.00,0.0132
3833.00,0.0130
3832.00,0.0128
3831.00,0.0126
3830.00,0.0126
3829.00,0.0128
3828.00,0.0128
3827.00,0.0126
3826.00,0.0125
3825.00,0.0127
3824.00,0.0130
3823.00,0.0132
3822.00,0.0129
3821.00,0.0127
3820.00,0.0128
3819.00,0.0132
3818.00,0.0134
3817.00,0.0131
3816.00,0.0126
3815.00,0.0124
3814.00,0.0125
3813.00,0.0126
3812.00,0.0125
3811.00,0.0122
3810.00,0.0122
3809.00,0.0123
3808.00,0.0122
3807.00,0.0120
3806.00,0.0121
3805.00,0.0125
3804.00,0.0129
3803.00,0.0130
3802.00,0.0127
3801.00,0.0126
3800.00,0.0128
3799.00,0.0131
3798.00,0.0131
3797.00,0.0128
3796.00,0.0124
3795.00,0.0123
3794.00,0.0123
3793.00,0.0123
3792.00,0.0122
3791.00,0.0121
3790.00,0.0120
3789.00,0.0120
3788.00,0.0121
3787.00,0.0121
3786.00,0.0121
3785.00,0.0121
3784.00,0.0121
3783.00,0.0123
3782.00,0.0124
3781.00,0.0124
3780.00,0.0122
3779.00,0.0121
3778.00,0.0122
3777.00,0.0122
3776.00,0.0122
3775.00,0.0121
3774.00,0.0120
3773.00,0.0120
3772.00,0.0120
3771.00,0.0120
3770.00,0.0120
3769.00,0.0122
3768.00,0.0124
3767.00,0.0126
3766.00,0.0125
3765.00,0.0123
3764.00,0.0123
3763.00,0.0124
3762.00,0.0126
3761.00,0.0125
3760.00,0.0124
3759.00,0.0124
3758.00,0.0125
3757.00,0.0125
3756.00,0.0125
3755.00,0.0126
3754.00,0.0126
3753.00,0.0124
3752.00,0.0124
3751.00,0.0125
3750.00,0.0128
3749.00,0.0130
3748.00,0.0133
3747.00,0.0136
3746.00,0.0137
3745.00,0.0132
3744.00,0.0128
3743.00,0.0128
3742.00,0.0129
3741.00,0.0129
3740.00,0.0128
3739.00,0.0127
3738.00,0.0128
3737.00,0.0129
3736.00,0.0130
3735.00,0.0132
3734.00,0.0134
3733.00,0.0133
3732.00,0.0129
3731.00,0.0126
3730.00,0.0125
3729.00,0.0126
3728.00,0.0126
3727.00,0.0125
3726.00,0.0124
3725.00,0.0126
3724.00,0.0127
3723.00,0.0127
3722.00,0.0127
3721.00,0.0126
3720.00,0.0126
3719.00,0.0125
3718.00,0.0124
3717.00,0.0123
3716.00,0.0124
3715.00,0.0125
3714.00,0.0126
3713.00,0.0126
3712.00,0.0127
3711.00,0.0129
3710.00,0.0131
3709.00,0.0132
3708.00,0.0131
3707.00,0.0129
3706.00,0.0128
3705.00,0.0128
3704.00,0.0130
3703.00,0.0131
3702.00,0.0131
3701.00,0.0132
3700.00,0.0133
3699.00,0.0133
3698.00,0.0133
3697.00,0.0132
3696.00,0.0131
3695.00,0.0132
3694.00,0.0133
3693.00,0.0134
3692.00,0.0135
3691.00,0.0137
3690.00,0.0138
3689.00,0.0138
3688.00,0.0138
3687.00,0.0137
