Created as New Dataset,
cm-1,A
4000.00,0.0126
3999.00,0.0126
3998.00,0.0126
3997.00,0.0126
3996.00,0.0126
3995.00,0.0126
3994.00,0.0126
3993.00,0.0127
3992.00,0.0127
3991.00,0.0126
3990.00,0.0126
3989.00,0.0126
3988.00,0.0126
3987.00,0.0126
3986.00,0.0126
3985.00,0.0125
3984.00,0.0125
3983.00,0.0125
3982.00,0.0125
3981.00,0.0125
3980.00,0.0125
3979.00,0.0126
3978.00,0.0126
3977.00,0.0125
3976.00,0.0125
3975.00,0.0125
3974.00,0.0126
3973.00,0.0126
3972.00,0.0126
3971.00,0.0126
3970.00,0.0125
3969.00,0.0125
3968.00,0.0124
3967.00,0.0124
3966.00,0.0124
3965.00,0.0124
3964.00,0.0125
3963.00,0.0125
3962.00,0.0125
3961.00,0.0125
3960.00,0.0125
3959.00,0.0125
3958.00,0.0125
3957.00,0.0125
3956.00,0.0125
3955.00,0.0125
3954.00,0.0125
3953.00,0.0125
3952.00,0.0126
3951.00,0.0126
3950.00,0.0127
3949.00,0.0127
3948.00,0.0127
3947.00,0.0127
3946.00,0.0127
3945.00,0.0128
3944.00,0.0128
3943.00,0.0127
3942.00,0.0127
3941.00,0.0126
3940.00,0.0126
3939.00,0.0125
3938.00,0.0124
3937.00,0.0124
3936.00,0.0124
3935.00,0.0125
3934.00,0.0126
3933.00,0.0126
3932.00,0.0126
3931.00,0.0127
3930.00,0.0127
3929.00,0.0127
3928.00,0.0127
3927.00,0.0127
3926.00,0.0127
3925.00,0.0126
3924.00,0.0126
3923.00,0.0127
3922.00,0.0127
3921.00,0.0127
3920.00,0.0127
3919.00,0.0126
3918.00,0.0126
3917.00,0.0126
3916.00,0.0125
3915.00,0.0125
3914.00,0.0124
3913.00,0.0123
3912.00,0.0122
3911.00,0.0121
3910.00,0.0122
3909.00,0.0123
3908.00,0.0124
3907.00,0.0126
3906.00,0.0128
3905.00,0.0129
3904.00,0.0130
3903.00,0.0133
3902.00,0.0135
3901.00,0.0136
3900.00,0.0134
3899.00,0.0131
3898.00,0.0129
3897.00,0.0128
3896.00,0.0127
3895.00,0.0127
3894.00,0.0127
3893.00,0.0126
3892.00,0.0125
3891.00,0.0124
3890.00,0.0124
3889.00,0.0127
3888.00,0.0129
3887.00,0.0128
3886.00,0.0126
3885.00,0.0126
3884.00,0.0129
3883.00,0.0132
3882.00,0.0132
3881.00,0.0129
3880.00,0.0126
3879.00,0.0125
3878.00,0.0126
3877.00,0.0127
3876.00,0.0127
3875.00,0.0125
3874.00,0.0124
3873.00,0.0127
3872.00,0.0130
3871.00,0.0130
3870.00,0.0128
3869.00,0.0128
3868.00,0.0130
3867.00,0.0132
3866.00,0.0132
3865.00,0.0129
3864.00,0.0127
3863.00,0.0127
3862.00,0.0127
3861.00,0.0126
3860.00,0.0124
3859.00,0.0123
3858.00,0.0124
3857.00,0.0126
3856.00,0.0129
3855.00,0.0129
3854.00,0.0128
3853.00,0.0129
3852.00,0.0130
3851.00,0.0130
3850.00,0.0128
3849.00,0.0125
3848.00,0.0122
3847.00,0.0121
3846.00,0.0120
3845.00,0.0120
3844.00,0.0120
3843.00,0.0122
3842.00,0.0124
3841.00,0.0127
3840.00,0.0128
3839.00,0.0128
3838.00,0.0128
3837.00,0.0127
3836.00,0.0128
3835.00,0.0128
3834.00,0.0127
3833.00,0.0125
3832.00,0.0123
3831.00,0.0122
3830.00,0.0122
3829.00,0.0123
3828.00,0.0122
3827.00,0.0120
3826.00,0.0119
3825.00,0.0121
3824.00,0.0125
3823.00,0.0126
3822.00,0.0123
3821.00,0.0121
3820.00,0.0122
3819.00,0.0126
3818.00,0.0127
3817.00,0.0125
3816.00,0.0121
3815.00,0.0119
3814.00,0.0120
3813.00,0.0120
3812.00,0.0118
3811.00,0.0117
3810.00,0.0117
3809.00,0.0117
3808.00,0.0116
3807.00,0.0115
3806.00,0.0116
3805.00,0.0119
3804.00,0.0123
3803.00,0.0122
3802.00,0.0120
3801.00,0.0119
3800.00,0.0121
3799.00,0.0124
3798.00,0.0123
3797.00,0.0120
3796.00,0.0117
3795.00,0.0116
3794.00,0.0116
3793.00,0.0116
3792.00,0.0114
3791.00,0.0113
3790.00,0.0113
3789.00,0.0113
3788.00,0.0113
3787.00,0.0114
3786.00,0.0113
3785.00,0.0113
3784.00,0.0113
3783.00,0.0114
3782.00,0.0115
3781.00,0.0115
3780.00,0.0114
3779.00,0.0113
3778.00,0.0114
3777.00,0.0114
3776.00,0.0114
3775.00,0.0113
3774.00,0.0112
3773.00,0.0112
3772.00,0.0112
3771.00,0.0112
3770.00,0.0112
3769.00,0.0114
3768.00,0.0116
3767.00,0.0117
3766.00,0.0115
3765.00,0.0113
3764.00,0.0113
3763.00,0.0114
3762.00,0.0115
3761.00,0.0115
3760.00,0.0115
3759.00,0.0115
3758.00,0.0115
3757.00,0.0116
3756.00,0.0116
3755.00,0.0117
3754.00,0.0117
3753.00,0.0116
3752.00,0.0116
3751.00,0.0118
3750.00,0.0120
3749.00,0.0122
3748.00,0.0124
3747.00,0.0127
3746.00,0.0126
3745.00,0.0121
3744.00,0.0117
3743.00,0.0117
3742.00,0.0119
3741.00,0.0119
3740.00,0.0118
3739.00,0.0117
3738.00,0.0118
3737.00,0.0118
3736.00,0.0119
3735.00,0.0121
3734.00,0.0122
3733.00,0.0121
3732.00,0.0118
3731.00,0.0115
3730.00,0.0114
3729.00,0.0114
3728.00,0.0114
3727.00,0.0113
3726.00,0.0113
3725.00,0.0114
3724.00,0.0115
3723.00,0.0115
3722.00,0.0114
3721.00,0.0112
3720.00,0.0111
3719.00,0.0110
3718.00,0.0109
3717.00,0.0108
3716.00,0.0109
3715.00,0.0110
3714.00,0.0111
3713.00,0.0110
3712.00,0.0110
3711.00,0.0111
3710.00,0.0112
3709.00,0.0112
3708.00,0.0111
3707.00,0.0109
3706.00,0.0108
3705.00,0.0108
3704.00,0.0108
3703.00,0.0109
3702.00,0.0108
3701.00,0.0108
3700.00,0.0109
3699.00,0.0109
3698.00,0.0109
3697.00,0.0108
3696.00,0.0108
3695.00,0.0108
3694.00,0.0110
3693.00,0.0111
3692.00,0.0113
3691.00,0.0114
3690.00,0.0116
3689.00,0.0116
3688.00,0.0116
3687.00,0.0116
