Created as New Dataset,
cm-1,A
4000.00,0.0096
3999.00,0.0096
3998.00,0.0096
3997.00,0.0096
3996.00,0.0097
3995.00,0.0097
3994.00,0.0097
3993.00,0.0097
3992.00,0.0097
3991.00,0.0096
3990.00,0.0096
3989.00,0.0096
3988.00,0.0096
3987.00,0.0097
3986.00,0.0097
3985.00,0.0097
3984.00,0.0097
3983.00,0.0096
3982.00,0.0096
3981.00,0.0097
3980.00,0.0097
3979.00,0.0097
3978.00,0.0097
3977.00,0.0097
3976.00,0.0098
3975.00,0.0098
3974.00,0.0098
3973.00,0.0098
3972.00,0.0098
3971.00,0.0097
3970.00,0.0097
3969.00,0.0096
3968.00,0.0096
3967.00,0.0096
3966.00,0.0096
3965.00,0.0097
3964.00,0.0097
3963.00,0.0097
3962.00,0.0097
3961.00,0.0097
3960.00,0.0097
3959.00,0.0097
3958.00,0.0097
3957.00,0.0097
3956.00,0.0097
3955.00,0.0097
3954.00,0.0097
3953.00,0.0097
3952.00,0.0098
3951.00,0.0098
3950.00,0.0098
3949.00,0.0099
3948.00,0.0099
3947.00,0.0099
3946.00,0.0100
3945.00,0.0101
3944.00,0.0101
3943.00,0.0100
3942.00,0.0099
3941.00,0.0099
3940.00,0.0099
3939.00,0.0098
3938.00,0.0097
3937.00,0.0097
3936.00,0.0097
3935.00,0.0098
3934.00,0.0099
3933.00,0.0099
3932.00,0.0099
3931.00,0.0100
3930.00,0.0100
3929.00,0.0101
3928.00,0.0101
3927.00,0.0102
3926.00,0.0102
3925.00,0.0101
3924.00,0.0100
3923.00,0.0100
3922.00,0.0101
3921.00,0.0100
3920.00,0.0099
3919.00,0.0099
3918.00,0.0099
3917.00,0.0099
3916.00,0.0098
3915.00,0.0098
3914.00,0.0098
3913.00,0.0097
3912.00,0.0096
3911.00,0.0096
3910.00,0.0096
3909.00,0.0097
3908.00,0.0099
3907.00,0.0100
3906.00,0.0101
3905.00,0.0101
3904.00,0.0101
3903.00,0.0103
3902.00,0.0106
3901.00,0.0107
3900.00,0.0106
3899.00,0.0104
3898.00,0.0102
3897.00,0.0101
3896.00,0.0100
3895.00,0.0100
3894.00,0.0101
3893.00,0.0100
3892.00,0.0099
3891.00,0.0097
3890.00,0.0097
3889.00,0.0099
3888.00,0.0101
3887.00,0.0101
3886.00,0.0099
3885.00,0.0099
3884.00,0.0102
3883.00,0.0106
3882.00,0.0107
3881.00,0.0105
3880.00,0.0101
3879.00,0.0100
3878.00,0.0101
3877.00,0.0102
3876.00,0.0103
3875.00,0.0101
3874.00,0.0099
3873.00,0.0100
3872.00,0.0103
3871.00,0.0103
3870.00,0.0101
3869.00,0.0100
3868.00,0.0102
3867.00,0.0104
3866.00,0.0104
3865.00,0.0102
3864.00,0.0100
3863.00,0.0100
3862.00,0.0100
3861.00,0.0100
3860.00,0.0098
3859.00,0.0097
3858.00,0.0096
3857.00,0.0098
3856.00,0.0100
3855.00,0.0101
3854.00,0.0099
3853.00,0.0099
3852.00,0.0100
3851.00,0.0102
3850.00,0.0101
3849.00,0.0099
3848.00,0.0096
3847.00,0.0095
3846.00,0.0095
3845.00,0.0095
3844.00,0.0095
3843.00,0.0096
3842.00,0.0097
3841.00,0.0099
3840.00,0.0101
3839.00,0.0101
3838.00,0.0101
3837.00,0.0101
3836.00,0.0102
3835.00,0.0102
3834.00,0.0101
3833.00,0.0100
3832.00,0.0098
3831.00,0.0096
3830.00,0.0096
3829.00,0.0098
3828.00,0.0098
3827.00,0.0096
3826.00,0.0095
3825.00,0.0095
3824.00,0.0098
3823.00,0.0100
3822.00,0.0099
3821.00,0.0096
3820.00,0.0096
3819.00,0.0099
3818.00,0.0101
3817.00,0.0099
3816.00,0.0095
3815.00,0.0093
3814.00,0.0094
3813.00,0.0095
3812.00,0.0094
3811.00,0.0092
3810.00,0.0091
3809.00,0.0092
3808.00,0.0091
3807.00,0.0089
3806.00,0.0089
3805.00,0.0093
3804.00,0.0097
3803.00,0.0098
3802.00,0.0096
3801.00,0.0095
3800.00,0.0097
3799.00,0.0099
3798.00,0.0100
3797.00,0.0097
3796.00,0.0093
3795.00,0.0092
3794.00,0.0092
3793.00,0.0093
3792.00,0.0092
3791.00,0.0091
3790.00,0.0091
3789.00,0.0091
3788.00,0.0091
3787.00,0.0091
3786.00,0.0091
3785.00,0.0091
3784.00,0.0091
3783.00,0.0091
3782.00,0.0093
3781.00,0.0093
3780.00,0.0092
3779.00,0.0090
3778.00,0.0090
3777.00,0.0091
3776.00,0.0091
3775.00,0.0090
3774.00,0.0089
3773.00,0.0089
3772.00,0.0090
3771.00,0.0090
3770.00,0.0089
3769.00,0.0090
3768.00,0.0093
3767.00,0.0094
3766.00,0.0093
3765.00,0.0091
3764.00,0.0091
3763.00,0.0092
3762.00,0.0093
3761.00,0.0094
3760.00,0.0093
3759.00,0.0092
3758.00,0.0092
3757.00,0.0092
3756.00,0.0092
3755.00,0.0093
3754.00,0.0092
3753.00,0.0091
3752.00,0.0088
3751.00,0.0089
3750.00,0.0090
3749.00,0.0092
3748.00,0.0094
3747.00,0.0097
3746.00,0.0099
3745.00,0.0096
3744.00,0.0092
3743.00,0.0092
3742.00,0.0093
3741.00,0.0093
3740.00,0.0091
3739.00,0.0090
3738.00,0.0091
3737.00,0.0092
3736.00,0.0093
3735.00,0.0095
3734.00,0.0097
3733.00,0.0097
3732.00,0.0095
3731.00,0.0092
3730.00,0.0091
3729.00,0.0092
3728.00,0.0092
3727.00,0.0091
3726.00,0.0091
3725.00,0.0093
3724.00,0.0095
3723.00,0.0096
3722.00,0.0095
3721.00,0.0094
3720.00,0.0094
3719.00,0.0094
3718.00,0.0093
3717.00,0.0092
3716.00,0.0092
3715.00,0.0094
3714.00,0.0095
3713.00,0.0096
3712.00,0.0096
3711.00,0.0099
3710.00,0.0101
3709.00,0.0103
3708.00,0.0103
3707.00,0.0102
3706.00,0.0101
3705.00,0.0102
3704.00,0.0104
3703.00,0.0106
3702.00,0.0107
3701.00,0.0107
3700.00,0.0108
3699.00,0.0109
3698.00,0.0110
3697.00,0.0109
3696.00,0.0109
3695.00,0.0109
3694.00,0.0110
3693.00,0.0111
3692.00,0.0112
3691.00,0.0112
3690.00,0.0113
3689.00,0.0114
3688.00,0.0114
3687.00,0.0114
3686.00,0.0113
3685.00,0.0112
3684.00,0.0110
3683.00,0.0108
3682.00,0.0107
3681.00,0.0107
3680.00,0.0106
3679.00,0.0107
3678.00,0.0111
3677.00,0.0115
3676.00,0.0116
3675.00,0.0117
3674.00,0.0119
3673.00,0.0121
3672.00,0.0122
3671.00,0.0121
3670.00,0.0119
3669.00,0.0120
3668.00,0.0122
3667.00,0.0123
3666.00,0.0122
3665.00,0.0121
3664.00,0.0120
3663.00,0.0120
3662.00,0.0121
3661.00,0.0121
3660.00,0.0123
3659.00,0.0125
3658.00,0.0128
3657.00,0.0131
3656.00,0.0133
3655.00,0.0135
3654.00,0.0139
3653.00,0.0143
3652.00,0.0144
3651.00,0.0144
3650.00,0.0147
3649.00,0.0155
3648.00,0.0162
3647.00,0.0164
3646.00,0.0162
3645.00,0.0159
3644.00,0.0157
3643.00,0.0155
3642.00,0.0154
3641.00,0.0153
3640.00,0.0154
3639.00,0.0155
3638.00,0.0156
3637.00,0.0158
3636.00,0.0160
3635.00,0.0160
3634.00,0.0160
3633.00,0.0160
3632.00,0.0162
3631.00,0.0167
3630.00,0.0171
3629.00,0.0176
3628.00,0.0180
3627.00,0.0184
3626.00,0.0185
3625.00,0.0184
