Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0215
3999.00,0.0215
3998.00,0.0215
3997.00,0.0215
3996.00,0.0215
3995.00,0.0215
3994.00,0.0215
3993.00,0.0215
3992.00,0.0215
3991.00,0.0215
3990.00,0.0215
3989.00,0.0215
3988.00,0.0214
3987.00,0.0214
3986.00,0.0214
3985.00,0.0214
3984.00,0.0214
3983.00,0.0214
3982.00,0.0214
3981.00,0.0214
3980.00,0.0214
3979.00,0.0214
3978.00,0.0215
3977.00,0.0215
3976.00,0.0214
3975.00,0.0214
3974.00,0.0213
3973.00,0.0213
3972.00,0.0213
3971.00,0.0213
3970.00,0.0213
3969.00,0.0213
3968.00,0.0213
3967.00,0.0213
3966.00,0.0213
3965.00,0.0213
3964.00,0.0213
3963.00,0.0213
3962.00,0.0213
3961.00,0.0213
3960.00,0.0213
3959.00,0.0213
3958.00,0.0213
3957.00,0.0213
3956.00,0.0213
3955.00,0.0213
3954.00,0.0212
3953.00,0.0212
3952.00,0.0212
3951.00,0.0212
3950.00,0.0212
3949.00,0.0212
3948.00,0.0212
3947.00,0.0211
3946.00,0.0211
3945.00,0.0211
3944.00,0.0211
3943.00,0.0211
3942.00,0.0211
3941.00,0.0211
3940.00,0.0211
3939.00,0.0212
3938.00,0.0212
3937.00,0.0212
3936.00,0.0212
3935.00,0.0212
3934.00,0.0213
3933.00,0.0212
3932.00,0.0212
3931.00,0.0211
3930.00,0.0210
3929.00,0.0210
3928.00,0.0210
3927.00,0.0211
3926.00,0.0211
3925.00,0.0211
3924.00,0.0210
3923.00,0.0209
3922.00,0.0209
3921.00,0.0210
3920.00,0.0210
3919.00,0.0210
3918.00,0.0210
3917.00,0.0210
3916.00,0.0209
3915.00,0.0209
3914.00,0.0210
3913.00,0.0210
3912.00,0.0211
3911.00,0.0211
3910.00,0.0211
3909.00,0.0210
3908.00,0.0209
3907.00,0.0207
3906.00,0.0206
3905.00,0.0205
3904.00,0.0205
3903.00,0.0204
3902.00,0.0205
3901.00,0.0206
3900.00,0.0207
3899.00,0.0207
3898.00,0.0207
3897.00,0.0207
3896.00,0.0208
3895.00,0.0208
3894.00,0.0208
3893.00,0.0208
3892.00,0.0208
3891.00,0.0207
3890.00,0.0206
3889.00,0.0206
3888.00,0.0207
3887.00,0.0209
3886.00,0.0209
3885.00,0.0207
3884.00,0.0206
3883.00,0.0206
3882.00,0.0207
3881.00,0.0207
3880.00,0.0206
3879.00,0.0205
3878.00,0.0205
3877.00,0.0206
3876.00,0.0206
3875.00,0.0205
3874.00,0.0204
3873.00,0.0202
3872.00,0.0203
3871.00,0.0204
3870.00,0.0204
3869.00,0.0203
3868.00,0.0202
3867.00,0.0204
3866.00,0.0205
3865.00,0.0204
3864.00,0.0204
3863.00,0.0204
3862.00,0.0204
3861.00,0.0205
3860.00,0.0205
3859.00,0.0204
3858.00,0.0202
3857.00,0.0200
3856.00,0.0197
3855.00,0.0198
3854.00,0.0201
3853.00,0.0202
3852.00,0.0200
3851.00,0.0200
3850.00,0.0203
3849.00,0.0206
3848.00,0.0206
3847.00,0.0206
3846.00,0.0205
3845.00,0.0204
3844.00,0.0203
3843.00,0.0202
3842.00,0.0200
3841.00,0.0199
3840.00,0.0199
3839.00,0.0200
3838.00,0.0200
3837.00,0.0200
3836.00,0.0200
3835.00,0.0201
3834.00,0.0202
3833.00,0.0203
3832.00,0.0204
3831.00,0.0204
3830.00,0.0204
3829.00,0.0204
3828.00,0.0204
3827.00,0.0204
3826.00,0.0202
3825.00,0.0200
3824.00,0.0199
3823.00,0.0199
3822.00,0.0200
3821.00,0.0199
3820.00,0.0198
3819.00,0.0198
3818.00,0.0200
3817.00,0.0203
3816.00,0.0203
3815.00,0.0202
3814.00,0.0202
3813.00,0.0203
3812.00,0.0204
3811.00,0.0203
3810.00,0.0201
3809.00,0.0201
3808.00,0.0202
3807.00,0.0202
3806.00,0.0200
3805.00,0.0199
3804.00,0.0199
3803.00,0.0200
3802.00,0.0201
3801.00,0.0200
3800.00,0.0199
3799.00,0.0200
3798.00,0.0201
3797.00,0.0202
3796.00,0.0202
3795.00,0.0201
3794.00,0.0202
3793.00,0.0202
3792.00,0.0202
3791.00,0.0202
3790.00,0.0202
3789.00,0.0202
3788.00,0.0203
3787.00,0.0203
3786.00,0.0203
3785.00,0.0202
3784.00,0.0201
3783.00,0.0200
3782.00,0.0200
3781.00,0.0200
3780.00,0.0200
3779.00,0.0200
3778.00,0.0199
3777.00,0.0200
3776.00,0.0201
3775.00,0.0201
3774.00,0.0200
3773.00,0.0199
3772.00,0.0199
3771.00,0.0199
3770.00,0.0199
3769.00,0.0198
3768.00,0.0198
3767.00,0.0198
3766.00,0.0199
3765.00,0.0199
3764.00,0.0198
3763.00,0.0198
3762.00,0.0198
3761.00,0.0198
3760.00,0.0197
3759.00,0.0196
3758.00,0.0195
3757.00,0.0194
3756.00,0.0193
3755.00,0.0192
3754.00,0.0191
3753.00,0.0190
3752.00,0.0191
3751.00,0.0192
3750.00,0.0192
3749.00,0.0191
3748.00,0.0190
3747.00,0.0190
3746.00,0.0192
3745.00,0.0194
3744.00,0.0193
3743.00,0.0191
