Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0264
3999.00,0.0264
3998.00,0.0264
3997.00,0.0264
3996.00,0.0264
3995.00,0.0264
3994.00,0.0264
3993.00,0.0265
3992.00,0.0265
3991.00,0.0265
3990.00,0.0264
3989.00,0.0264
3988.00,0.0264
3987.00,0.0264
3986.00,0.0264
3985.00,0.0263
3984.00,0.0263
3983.00,0.0263
3982.00,0.0263
3981.00,0.0263
3980.00,0.0263
3979.00,0.0264
3978.00,0.0264
3977.00,0.0264
3976.00,0.0263
3975.00,0.0263
3974.00,0.0263
3973.00,0.0263
3972.00,0.0263
3971.00,0.0263
3970.00,0.0263
3969.00,0.0263
3968.00,0.0263
3967.00,0.0263
3966.00,0.0263
3965.00,0.0263
3964.00,0.0263
3963.00,0.0263
3962.00,0.0263
3961.00,0.0263
3960.00,0.0263
3959.00,0.0263
3958.00,0.0263
3957.00,0.0262
3956.00,0.0262
3955.00,0.0262
3954.00,0.0262
3953.00,0.0263
3952.00,0.0263
3951.00,0.0263
3950.00,0.0264
3949.00,0.0264
3948.00,0.0264
3947.00,0.0265
3946.00,0.0265
3945.00,0.0265
3944.00,0.0265
3943.00,0.0264
3942.00,0.0263
3941.00,0.0263
3940.00,0.0263
3939.00,0.0262
3938.00,0.0262
3937.00,0.0262
3936.00,0.0262
3935.00,0.0263
3934.00,0.0264
3933.00,0.0264
3932.00,0.0264
3931.00,0.0264
3930.00,0.0264
3929.00,0.0263
3928.00,0.0263
3927.00,0.0262
3926.00,0.0262
3925.00,0.0262
3924.00,0.0262
3923.00,0.0263
3922.00,0.0263
3921.00,0.0263
3920.00,0.0263
3919.00,0.0263
3918.00,0.0263
3917.00,0.0263
3916.00,0.0263
3915.00,0.0262
3914.00,0.0262
3913.00,0.0261
3912.00,0.0260
3911.00,0.0260
3910.00,0.0259
3909.00,0.0260
3908.00,0.0261
3907.00,0.0262
3906.00,0.0263
3905.00,0.0264
3904.00,0.0264
3903.00,0.0265
3902.00,0.0267
3901.00,0.0268
3900.00,0.0267
3899.00,0.0266
3898.00,0.0264
3897.00,0.0263
3896.00,0.0263
3895.00,0.0263
3894.00,0.0262
3893.00,0.0262
3892.00,0.0261
3891.00,0.0260
3890.00,0.0260
3889.00,0.0261
3888.00,0.0263
3887.00,0.0263
3886.00,0.0261
3885.00,0.0260
3884.00,0.0262
3883.00,0.0265
3882.00,0.0266
3881.00,0.0265
3880.00,0.0263
3879.00,0.0261
3878.00,0.0262
3877.00,0.0262
3876.00,0.0262
3875.00,0.0260
3874.00,0.0259
3873.00,0.0260
3872.00,0.0262
3871.00,0.0262
3870.00,0.0260
3869.00,0.0258
3868.00,0.0260
3867.00,0.0262
3866.00,0.0262
3865.00,0.0260
3864.00,0.0259
3863.00,0.0260
3862.00,0.0261
3861.00,0.0260
3860.00,0.0259
3859.00,0.0259
3858.00,0.0259
3857.00,0.0260
3856.00,0.0260
3855.00,0.0259
3854.00,0.0256
3853.00,0.0255
3852.00,0.0257
3851.00,0.0259
3850.00,0.0261
3849.00,0.0260
3848.00,0.0259
3847.00,0.0258
3846.00,0.0258
3845.00,0.0257
3844.00,0.0257
3843.00,0.0257
3842.00,0.0258
3841.00,0.0259
3840.00,0.0259
3839.00,0.0259
3838.00,0.0258
3837.00,0.0259
3836.00,0.0259
3835.00,0.0260
3834.00,0.0260
3833.00,0.0259
3832.00,0.0258
3831.00,0.0257
3830.00,0.0257
3829.00,0.0258
3828.00,0.0257
3827.00,0.0256
3826.00,0.0255
3825.00,0.0255
3824.00,0.0257
3823.00,0.0258
3822.00,0.0257
3821.00,0.0256
3820.00,0.0255
3819.00,0.0257
3818.00,0.0259
3817.00,0.0257
3816.00,0.0254
3815.00,0.0252
3814.00,0.0253
3813.00,0.0254
3812.00,0.0254
3811.00,0.0253
3810.00,0.0252
3809.00,0.0252
3808.00,0.0251
3807.00,0.0250
3806.00,0.0250
3805.00,0.0252
3804.00,0.0254
3803.00,0.0255
3802.00,0.0253
3801.00,0.0252
3800.00,0.0253
3799.00,0.0255
3798.00,0.0256
3797.00,0.0255
3796.00,0.0253
3795.00,0.0253
3794.00,0.0252
3793.00,0.0252
3792.00,0.0251
3791.00,0.0250
3790.00,0.0250
3789.00,0.0250
3788.00,0.0250
3787.00,0.0250
3786.00,0.0250
3785.00,0.0250
3784.00,0.0250
3783.00,0.0251
3782.00,0.0251
3781.00,0.0251
3780.00,0.0251
3779.00,0.0250
3778.00,0.0249
3777.00,0.0250
3776.00,0.0250
3775.00,0.0249
3774.00,0.0248
3773.00,0.0248
3772.00,0.0249
3771.00,0.0249
3770.00,0.0249
3769.00,0.0249
3768.00,0.0250
3767.00,0.0251
3766.00,0.0250
3765.00,0.0249
3764.00,0.0249
3763.00,0.0249
3762.00,0.0250
3761.00,0.0250
3760.00,0.0249
3759.00,0.0249
3758.00,0.0249
3757.00,0.0249
3756.00,0.0249
3755.00,0.0249
3754.00,0.0248
3753.00,0.0247
3752.00,0.0246
3751.00,0.0247
3750.00,0.0247
3749.00,0.0247
3748.00,0.0249
3747.00,0.0251
3746.00,0.0252
3745.00,0.0250
3744.00,0.0246
3743.00,0.0245
3742.00,0.0247
3741.00,0.0249
3740.00,0.0249
3739.00,0.0248
3738.00,0.0248
3737.00,0.0248
3736.00,0.0249
3735.00,0.0251
3734.00,0.0252
3733.00,0.0252
3732.00,0.0249
3731.00,0.0246
3730.00,0.0245
3729.00,0.0246
3728.00,0.0247
3727.00,0.0246
3726.00,0.0246
3725.00,0.0247
3724.00,0.0249
3723.00,0.0249
3722.00,0.0249
3721.00,0.0249
3720.00,0.0249
3719.00,0.0248
3718.00,0.0248
3717.00,0.0248
3716.00,0.0249
3715.00,0.0250
3714.00,0.0250
3713.00,0.0251
3712.00,0.0253
3711.00,0.0257
3710.00,0.0260
3709.00,0.0261
3708.00,0.0262
3707.00,0.0263
3706.00,0.0264
3705.00,0.0266
3704.00,0.0268
3703.00,0.0271
3702.00,0.0274
3701.00,0.0276
3700.00,0.0279
3699.00,0.0281
3698.00,0.0282
3697.00,0.0282
3696.00,0.0282
3695.00,0.0283
3694.00,0.0283
3693.00,0.0283
3692.00,0.0283
3691.00,0.0282
3690.00,0.0283
3689.00,0.0282
3688.00,0.0281
3687.00,0.0279
3686.00,0.0278
3685.00,0.0277
3684.00,0.0275
3683.00,0.0273
3682.00,0.0271
3681.00,0.0270
3680.00,0.0269
3679.00,0.0269
3678.00,0.0270
3677.00,0.0271
3676.00,0.0272
3675.00,0.0273
3674.00,0.0274
3673.00,0.0276
3672.00,0.0278
3671.00,0.0277
3670.00,0.0277
3669.00,0.0277
3668.00,0.0279
3667.00,0.0279
3666.00,0.0279
3665.00,0.0279
3664.00,0.0279
3663.00,0.0279
3662.00,0.0280
3661.00,0.0282
3660.00,0.0284
3659.00,0.0287
3658.00,0.0291
3657.00,0.0294
3656.00,0.0296
3655.00,0.0298
3654.00,0.0300
3653.00,0.0302
3652.00,0.0304
3651.00,0.0305
3650.00,0.0309
3649.00,0.0315
3648.00,0.0320
3647.00,0.0320
3646.00,0.0318
3645.00,0.0316
3644.00,0.0315
3643.00,0.0313
3642.00,0.0312
3641.00,0.0312
3640.00,0.0312
3639.00,0.0312
3638.00,0.0312
3637.00,0.0313
3636.00,0.0314
3635.00,0.0315
3634.00,0.0316
3633.00,0.0316
3632.00,0.0318
3631.00,0.0321
3630.00,0.0325
3629.00,0.0329
3628.00,0.0333
3627.00,0.0337
3626.00,0.0340
3625.00,0.0342
3624.00,0.0343
3623.00,0.0346
3622.00,0.0349
3621.00,0.0354
3620.00,0.0357
3619.00,0.0358
3618.00,0.0358
3617.00,0.0356
3616.00,0.0354
3615.00,0.0352
3614.00,0.0350
3613.00,0.0349
3612.00,0.0349
3611.00,0.0349
3610.00,0.0349
3609.00,0.0350
3608.00,0.0351
3607.00,0.0352
3606.00,0.0352
3605.00,0.0351
3604.00,0.0350
3603.00,0.0350
3602.00,0.0350
3601.00,0.0351
3600.00,0.0352
3599.00,0.0353
3598.00,0.0354
3597.00,0.0355
3596.00,0.0356
3595.00,0.0358
3594.00,0.0360
3593.00,0.0361
3592.00,0.0361
3591.00,0.0361
3590.00,0.0361
3589.00,0.0362
3588.00,0.0365
3587.00,0.0368
3586.00,0.0370
3585.00,0.0371
3584.00,0.0370
3583.00,0.0369
3582.00,0.0368
3581.00,0.0368
3580.00,0.0369
3579.00,0.0369
3578.00,0.0370
3577.00,0.0371
3576.00,0.0371
3575.00,0.0372
3574.00,0.0373
3573.00,0.0373
3572.00,0.0374
3571.00,0.0375
3570.00,0.0376
3569.00,0.0379
3568.00,0.0383
3567.00,0.0387
3566.00,0.0391
3565.00,0.0392
3564.00,0.0391
3563.00,0.0389
3562.00,0.0388
3561.00,0.0387
3560.00,0.0387
3559.00,0.0388
3558.00,0.0388
3557.00,0.0389
3556.00,0.0389
3555.00,0.0390
3554.00,0.0392
3553.00,0.0394
3552.00,0.0395
3551.00,0.0396
3550.00,0.0397
3549.00,0.0397
3548.00,0.0398
3547.00,0.0401
3546.00,0.0403
3545.00,0.0405
3544.00,0.0406
3543.00,0.0406
3542.00,0.0405
3541.00,0.0404
3540.00,0.0404
3539.00,0.0404
3538.00,0.0406
3537.00,0.0407
3536.00,0.0409
3535.00,0.0410
3534.00,0.0410
3533.00,0.0410
3532.00,0.0410
3531.00,0.0411
3530.00,0.0412
3529.00,0.0414
3528.00,0.0416
3527.00,0.0418
3526.00,0.0419
3525.00,0.0421
3524.00,0.0422
3523.00,0.0422
3522.00,0.0423
3521.00,0.0423
3520.00,0.0423
3519.00,0.0423
3518.00,0.0424
3517.00,0.0425
3516.00,0.0426
3515.00,0.0426
3514.00,0.0426
3513.00,0.0427
3512.00,0.0428
3511.00,0.0429
3510.00,0.0431
3509.00,0.0432
3508.00,0.0433
3507.00,0.0433
3506.00,0.0433
3505.00,0.0434
3504.00,0.0435
3503.00,0.0437
3502.00,0.0439
3501.00,0.0441
3500.00,0.0441
3499.00,0.0441
3498.00,0.0441
3497.00,0.0442
3496.00,0.0444
3495.00,0.0445
3494.00,0.0446
3493.00,0.0446
3492.00,0.0446
3491.00,0.0447
3490.00,0.0448
3489.00,0.0449
3488.00,0.0450
3487.00,0.0451
3486.00,0.0451
3485.00,0.0452
3484.00,0.0452
3483.00,0.0453
3482.00,0.0454
3481.00,0.0456
3480.00,0.0457
3479.00,0.0458
3478.00,0.0458
3477.00,0.0459
3476.00,0.0459
3475.00,0.0460
3474.00,0.0461
3473.00,0.0462
3472.00,0.0463
3471.00,0.0463
3470.00,0.0464
3469.00,0.0465
3468.00,0.0466
3467.00,0.0467
3466.00,0.0468
3465.00,0.0468
3464.00,0.0469
3463.00,0.0470
3462.00,0.0470
3461.00,0.0471
3460.00,0.0472
3459.00,0.0472
3458.00,0.0473
3457.00,0.0473
3456.00,0.0474
3455.00,0.0474
3454.00,0.0475
3453.00,0.0475
3452.00,0.0476
3451.00,0.0477
3450.00,0.0478
3449.00,0.0480
3448.00,0.0481
3447.00,0.0482
3446.00,0.0483
3445.00,0.0484
3444.00,0.0484
3443.00,0.0485
3442.00,0.0485
3441.00,0.0486
3440.00,0.0486
3439.00,0.0486
3438.00,0.0487
3437.00,0.0488
3436.00,0.0488
3435.00,0.0489
3434.00,0.0490
3433.00,0.0491
3432.00,0.0491
3431.00,0.0492
3430.00,0.0492
3429.00,0.0493
3428.00,0.0494
3427.00,0.0494
3426.00,0.0495
3425.00,0.0496
3424.00,0.0496
3423.00,0.0497
3422.00,0.0498
3421.00,0.0500
3420.00,0.0501
3419.00,0.0502
3418.00,0.0502
3417.00,0.0502
3416.00,0.0501
3415.00,0.0501
3414.00,0.0502
3413.00,0.0502
3412.00,0.0502
3411.00,0.0503
3410.00,0.0503
3409.00,0.0504
3408.00,0.0505
3407.00,0.0505
3406.00,0.0506
3405.00,0.0506
3404.00,0.0507
3403.00,0.0508
3402.00,0.0509
3401.00,0.0510
3400.00,0.0510
3399.00,0.0511
3398.00,0.0511
3397.00,0.0511
3396.00,0.0512
3395.00,0.0513
3394.00,0.0514
3393.00,0.0515
3392.00,0.0515
3391.00,0.0515
3390.00,0.0515
3389.00,0.0515
3388.00,0.0515
3387.00,0.0515
3386.00,0.0516
3385.00,0.0517
3384.00,0.0517
3383.00,0.0517
3382.00,0.0517
3381.00,0.0518
3380.00,0.0518
3379.00,0.0519
3378.00,0.0520
3377.00,0.0520
3376.00,0.0520
3375.00,0.0521
3374.00,0.0521
3373.00,0.0521
3372.00,0.0521
3371.00,0.0521
3370.00,0.0521
3369.00,0.0521
3368.00,0.0521
3367.00,0.0522
3366.00,0.0523
3365.00,0.0524
3364.00,0.0525
3363.00,0.0525
3362.00,0.0525
3361.00,0.0525
3360.00,0.0525
3359.00,0.0525
3358.00,0.0526
3357.00,0.0526
3356.00,0.0527
3355.00,0.0527
3354.00,0.0527
3353.00,0.0527
3352.00,0.0528
3351.00,0.0528
3350.00,0.0529
3349.00,0.0529
3348.00,0.0528
3347.00,0.0528
3346.00,0.0528
3345.00,0.0528
3344.00,0.0528
3343.00,0.0528
3342.00,0.0529
3341.00,0.0529
3340.00,0.0529
3339.00,0.0530
3338.00,0.0530
3337.00,0.0530
3336.00,0.0530
3335.00,0.0530
3334.00,0.0531
3333.00,0.0531
3332.00,0.0531
3331.00,0.0530
3330.00,0.0530
3329.00,0.0530
3328.00,0.0531
3327.00,0.0531
3326.00,0.0531
3325.00,0.0531
3324.00,0.0531
3323.00,0.0531
3322.00,0.0531
3321.00,0.0531
3320.00,0.0531
3319.00,0.0532
3318.00,0.0532
3317.00,0.0532
3316.00,0.0532
3315.00,0.0532
3314.00,0.0532
3313.00,0.0532
3312.00,0.0532
3311.00,0.0532
3310.00,0.0532
3309.00,0.0533
3308.00,0.0533
3307.00,0.0533
3306.00,0.0533
3305.00,0.0532
3304.00,0.0532
3303.00,0.0532
3302.00,0.0532
3301.00,0.0533
3300.00,0.0533
3299.00,0.0533
3298.00,0.0533
3297.00,0.0533
3296.00,0.0533
3295.00,0.0533
3294.00,0.0534
3293.00,0.0534
3292.00,0.0534
3291.00,0.0534
3290.00,0.0534
3289.00,0.0533
3288.00,0.0533
3287.00,0.0533
3286.00,0.0534
3285.00,0.0534
3284.00,0.0534
3283.00,0.0534
3282.00,0.0534
3281.00,0.0534
3280.00,0.0534
3279.00,0.0534
3278.00,0.0534
3277.00,0.0535
3276.00,0.0535
3275.00,0.0535
3274.00,0.0535
3273.00,0.0535
3272.00,0.0535
3271.00,0.0535
3270.00,0.0535
3269.00,0.0535
3268.00,0.0535
3267.00,0.0535
3266.00,0.0535
3265.00,0.0534
3264.00,0.0534
3263.00,0.0534
3262.00,0.0534
3261.00,0.0534
3260.00,0.0533
