Created as New Dataset,
cm-1,A
4000.00,0.0094
3999.00,0.0094
3998.00,0.0094
3997.00,0.0094
3996.00,0.0094
3995.00,0.0094
3994.00,0.0095
3993.00,0.0095
3992.00,0.0094
3991.00,0.0094
3990.00,0.0094
3989.00,0.0093
3988.00,0.0093
3987.00,0.0093
3986.00,0.0093
3985.00,0.0093
3984.00,0.0093
3983.00,0.0093
3982.00,0.0093
3981.00,0.0094
3980.00,0.0094
3979.00,0.0094
3978.00,0.0094
3977.00,0.0094
3976.00,0.0093
3975.00,0.0093
3974.00,0.0094
3973.00,0.0094
3972.00,0.0094
3971.00,0.0093
3970.00,0.0093
3969.00,0.0092
3968.00,0.0092
3967.00,0.0091
3966.00,0.0091
3965.00,0.0092
3964.00,0.0092
3963.00,0.0093
3962.00,0.0093
3961.00,0.0093
3960.00,0.0094
3959.00,0.0094
3958.00,0.0094
3957.00,0.0093
3956.00,0.0093
3955.00,0.0093
3954.00,0.0093
3953.00,0.0093
3952.00,0.0093
3951.00,0.0094
3950.00,0.0094
3949.00,0.0095
3948.00,0.0095
3947.00,0.0095
3946.00,0.0095
3945.00,0.0096
3944.00,0.0096
3943.00,0.0096
3942.00,0.0095
3941.00,0.0095
3940.00,0.0095
3939.00,0.0094
3938.00,0.0092
3937.00,0.0092
3936.00,0.0092
3935.00,0.0093
3934.00,0.0094
3933.00,0.0095
3932.00,0.0095
3931.00,0.0095
3930.00,0.0095
3929.00,0.0095
3928.00,0.0095
3927.00,0.0095
3926.00,0.0095
3925.00,0.0095
3924.00,0.0095
3923.00,0.0095
3922.00,0.0096
3921.00,0.0096
3920.00,0.0095
3919.00,0.0095
3918.00,0.0096
3917.00,0.0095
3916.00,0.0094
3915.00,0.0093
3914.00,0.0092
3913.00,0.0091
3912.00,0.0090
3911.00,0.0090
3910.00,0.0090
3909.00,0.0090
3908.00,0.0092
3907.00,0.0094
3906.00,0.0095
3905.00,0.0096
3904.00,0.0097
3903.00,0.0100
3902.00,0.0102
3901.00,0.0103
3900.00,0.0102
3899.00,0.0099
3898.00,0.0096
3897.00,0.0095
3896.00,0.0094
3895.00,0.0094
3894.00,0.0095
3893.00,0.0095
3892.00,0.0095
3891.00,0.0093
3890.00,0.0092
3889.00,0.0094
3888.00,0.0096
3887.00,0.0096
3886.00,0.0093
3885.00,0.0092
3884.00,0.0095
3883.00,0.0099
3882.00,0.0101
3881.00,0.0099
3880.00,0.0095
3879.00,0.0093
3878.00,0.0094
3877.00,0.0096
3876.00,0.0096
3875.00,0.0094
3874.00,0.0093
3873.00,0.0095
3872.00,0.0098
3871.00,0.0099
3870.00,0.0096
3869.00,0.0094
3868.00,0.0096
3867.00,0.0099
3866.00,0.0099
3865.00,0.0097
3864.00,0.0095
3863.00,0.0096
3862.00,0.0096
3861.00,0.0095
3860.00,0.0093
3859.00,0.0092
3858.00,0.0092
3857.00,0.0093
3856.00,0.0094
3855.00,0.0092
3854.00,0.0090
3853.00,0.0090
3852.00,0.0092
3851.00,0.0095
3850.00,0.0096
3849.00,0.0095
3848.00,0.0093
3847.00,0.0092
3846.00,0.0091
3845.00,0.0091
3844.00,0.0090
3843.00,0.0091
3842.00,0.0092
3841.00,0.0094
3840.00,0.0096
3839.00,0.0096
3838.00,0.0096
3837.00,0.0095
3836.00,0.0095
3835.00,0.0096
3834.00,0.0096
3833.00,0.0095
3832.00,0.0093
3831.00,0.0092
3830.00,0.0092
3829.00,0.0093
3828.00,0.0093
3827.00,0.0092
3826.00,0.0091
3825.00,0.0092
3824.00,0.0095
3823.00,0.0096
3822.00,0.0094
3821.00,0.0091
3820.00,0.0091
3819.00,0.0094
3818.00,0.0097
3817.00,0.0094
3816.00,0.0089
3815.00,0.0087
3814.00,0.0089
3813.00,0.0090
3812.00,0.0089
3811.00,0.0087
3810.00,0.0087
