Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0259
3999.00,0.0259
3998.00,0.0259
3997.00,0.0259
3996.00,0.0259
3995.00,0.0259
3994.00,0.0259
3993.00,0.0260
3992.00,0.0259
3991.00,0.0259
3990.00,0.0259
3989.00,0.0259
3988.00,0.0259
3987.00,0.0259
3986.00,0.0259
3985.00,0.0259
3984.00,0.0259
3983.00,0.0260
3982.00,0.0259
3981.00,0.0259
3980.00,0.0260
3979.00,0.0260
3978.00,0.0260
3977.00,0.0260
3976.00,0.0260
3975.00,0.0260
3974.00,0.0260
3973.00,0.0260
3972.00,0.0260
3971.00,0.0260
3970.00,0.0260
3969.00,0.0260
3968.00,0.0259
3967.00,0.0259
3966.00,0.0259
3965.00,0.0259
3964.00,0.0260
3963.00,0.0260
3962.00,0.0261
3961.00,0.0261
3960.00,0.0261
3959.00,0.0261
3958.00,0.0261
3957.00,0.0260
3956.00,0.0260
3955.00,0.0260
3954.00,0.0260
3953.00,0.0260
3952.00,0.0260
3951.00,0.0260
3950.00,0.0261
3949.00,0.0261
3948.00,0.0261
3947.00,0.0261
3946.00,0.0262
3945.00,0.0263
3944.00,0.0263
3943.00,0.0263
3942.00,0.0262
3941.00,0.0262
3940.00,0.0262
3939.00,0.0261
3938.00,0.0261
3937.00,0.0260
3936.00,0.0261
3935.00,0.0261
3934.00,0.0262
3933.00,0.0263
3932.00,0.0263
3931.00,0.0263
3930.00,0.0263
3929.00,0.0263
3928.00,0.0263
3927.00,0.0263
3926.00,0.0264
3925.00,0.0263
3924.00,0.0263
3923.00,0.0263
3922.00,0.0263
3921.00,0.0263
3920.00,0.0263
3919.00,0.0263
3918.00,0.0263
3917.00,0.0263
3916.00,0.0263
3915.00,0.0262
3914.00,0.0262
3913.00,0.0262
3912.00,0.0261
3911.00,0.0260
3910.00,0.0260
3909.00,0.0260
3908.00,0.0261
3907.00,0.0263
3906.00,0.0264
3905.00,0.0264
3904.00,0.0265
3903.00,0.0266
3902.00,0.0268
3901.00,0.0269
3900.00,0.0268
3899.00,0.0267
3898.00,0.0265
3897.00,0.0265
3896.00,0.0265
3895.00,0.0265
3894.00,0.0265
3893.00,0.0265
3892.00,0.0264
3891.00,0.0263
3890.00,0.0262
3889.00,0.0263
3888.00,0.0265
3887.00,0.0265
3886.00,0.0263
3885.00,0.0262
3884.00,0.0264
3883.00,0.0268
3882.00,0.0270
3881.00,0.0269
3880.00,0.0266
3879.00,0.0265
3878.00,0.0265
3877.00,0.0266
3876.00,0.0266
3875.00,0.0265
3874.00,0.0264
3873.00,0.0265
3872.00,0.0267
3871.00,0.0267
3870.00,0.0265
3869.00,0.0263
3868.00,0.0264
3867.00,0.0267
3866.00,0.0268
3865.00,0.0266
3864.00,0.0265
3863.00,0.0266
3862.00,0.0267
3861.00,0.0266
3860.00,0.0265
3859.00,0.0263
3858.00,0.0263
3857.00,0.0263
3856.00,0.0264
3855.00,0.0263
3854.00,0.0263
3853.00,0.0263
3852.00,0.0264
3851.00,0.0267
3850.00,0.0268
3849.00,0.0267
3848.00,0.0266
3847.00,0.0264
3846.00,0.0264
3845.00,0.0263
3844.00,0.0263
