Created as New Dataset,
cm-1,A
4000.00,0.0312
3999.00,0.0312
3998.00,0.0312
3997.00,0.0312
3996.00,0.0312
3995.00,0.0312
3994.00,0.0312
3993.00,0.0313
3992.00,0.0313
3991.00,0.0312
3990.00,0.0312
3989.00,0.0311
3988.00,0.0311
3987.00,0.0311
3986.00,0.0310
3985.00,0.0310
3984.00,0.0310
3983.00,0.0311
3982.00,0.0311
3981.00,0.0311
3980.00,0.0311
3979.00,0.0311
3978.00,0.0310
3977.00,0.0310
3976.00,0.0310
3975.00,0.0311
3974.00,0.0311
3973.00,0.0311
3972.00,0.0311
3971.00,0.0311
3970.00,0.0310
3969.00,0.0310
3968.00,0.0309
3967.00,0.0309
3966.00,0.0309
3965.00,0.0309
3964.00,0.0309
3963.00,0.0309
3962.00,0.0309
3961.00,0.0310
3960.00,0.0310
3959.00,0.0310
3958.00,0.0310
3957.00,0.0309
3956.00,0.0308
3955.00,0.0308
3954.00,0.0308
3953.00,0.0308
3952.00,0.0308
3951.00,0.0309
3950.00,0.0310
3949.00,0.0311
3948.00,0.0311
3947.00,0.0311
3946.00,0.0311
3945.00,0.0311
3944.00,0.0312
3943.00,0.0311
3942.00,0.0310
3941.00,0.0310
3940.00,0.0309
3939.00,0.0308
3938.00,0.0307
3937.00,0.0306
3936.00,0.0306
3935.00,0.0308
3934.00,0.0309
3933.00,0.0310
3932.00,0.0310
3931.00,0.0311
3930.00,0.0311
3929.00,0.0310
3928.00,0.0310
3927.00,0.0310
3926.00,0.0309
3925.00,0.0309
3924.00,0.0309
3923.00,0.0309
3922.00,0.0309
3921.00,0.0309
3920.00,0.0308
3919.00,0.0308
3918.00,0.0308
3917.00,0.0308
3916.00,0.0307
3915.00,0.0306
3914.00,0.0305
3913.00,0.0305
3912.00,0.0304
3911.00,0.0304
3910.00,0.0303
3909.00,0.0304
3908.00,0.0305
3907.00,0.0306
3906.00,0.0308
3905.00,0.0309
3904.00,0.0309
3903.00,0.0311
3902.00,0.0313
3901.00,0.0314
3900.00,0.0313
3899.00,0.0311
3898.00,0.0308
3897.00,0.0306
3896.00,0.0306
3895.00,0.0306
3894.00,0.0306
3893.00,0.0307
3892.00,0.0306
3891.00,0.0304
3890.00,0.0303
3889.00,0.0304
3888.00,0.0307
3887.00,0.0307
3886.00,0.0305
3885.00,0.0302
3884.00,0.0304
3883.00,0.0308
3882.00,0.0311
3881.00,0.0310
