Created as New Dataset,
cm-1,A
4000.00,0.0169
3999.00,0.0169
3998.00,0.0169
3997.00,0.0170
3996.00,0.0170
3995.00,0.0170
3994.00,0.0171
3993.00,0.0171
3992.00,0.0171
3991.00,0.0170
3990.00,0.0170
3989.00,0.0169
3988.00,0.0169
3987.00,0.0169
3986.00,0.0169
3985.00,0.0169
3984.00,0.0169
3983.00,0.0169
3982.00,0.0169
3981.00,0.0169
3980.00,0.0169
3979.00,0.0170
3978.00,0.0170
3977.00,0.0170
3976.00,0.0170
3975.00,0.0170
3974.00,0.0170
3973.00,0.0170
3972.00,0.0170
3971.00,0.0169
3970.00,0.0169
3969.00,0.0168
3968.00,0.0168
3967.00,0.0168
3966.00,0.0168
3965.00,0.0169
3964.00,0.0169
3963.00,0.0170
3962.00,0.0170
3961.00,0.0170
3960.00,0.0170
3959.00,0.0170
3958.00,0.0170
3957.00,0.0169
3956.00,0.0169
3955.00,0.0169
3954.00,0.0169
3953.00,0.0170
3952.00,0.0171
3951.00,0.0171
3950.00,0.0172
3949.00,0.0172
3948.00,0.0172
3947.00,0.0173
3946.00,0.0174
3945.00,0.0174
3944.00,0.0174
3943.00,0.0173
3942.00,0.0172
3941.00,0.0172
3940.00,0.0172
3939.00,0.0171
3938.00,0.0170
3937.00,0.0169
3936.00,0.0170
3935.00,0.0171
3934.00,0.0172
3933.00,0.0173
3932.00,0.0173
3931.00,0.0174
3930.00,0.0174
3929.00,0.0174
3928.00,0.0174
3927.00,0.0174
3926.00,0.0174
3925.00,0.0173
3924.00,0.0173
3923.00,0.0173
3922.00,0.0174
3921.00,0.0174
3920.00,0.0173
3919.00,0.0173
3918.00,0.0173
3917.00,0.0172
3916.00,0.0172
3915.00,0.0171
3914.00,0.0170
3913.00,0.0169
3912.00,0.0168
3911.00,0.0168
3910.00,0.0168
3909.00,0.0169
3908.00,0.0172
3907.00,0.0174
3906.00,0.0175
3905.00,0.0176
3904.00,0.0177
3903.00,0.0179
3902.00,0.0182
3901.00,0.0183
3900.00,0.0181
3899.00,0.0178
3898.00,0.0176
3897.00,0.0174
3896.00,0.0174
3895.00,0.0174
3894.00,0.0174
3893.00,0.0173
3892.00,0.0172
3891.00,0.0171
3890.00,0.0172
3889.00,0.0174
3888.00,0.0177
3887.00,0.0176
3886.00,0.0174
3885.00,0.0174
3884.00,0.0177
3883.00,0.0181
3882.00,0.0182
3881.00,0.0178
3880.00,0.0174
3879.00,0.0173
3878.00,0.0174
3877.00,0.0176
3876.00,0.0176
3875.00,0.0174
3874.00,0.0173
3873.00,0.0176
3872.00,0.0179
3871.00,0.0179
3870.00,0.0176
3869.00,0.0175
3868.00,0.0178
3867.00,0.0180
3866.00,0.0180
3865.00,0.0177
3864.00,0.0175
3863.00,0.0175
3862.00,0.0175
3861.00,0.0174
3860.00,0.0173
3859.00,0.0171
3858.00,0.0172
3857.00,0.0174
3856.00,0.0176
3855.00,0.0176
3854.00,0.0175
3853.00,0.0176
3852.00,0.0178
3851.00,0.0178
3850.00,0.0177
3849.00,0.0174
3848.00,0.0171
3847.00,0.0169
3846.00,0.0169
3845.00,0.0170
3844.00,0.0170
3843.00,0.0172
3842.00,0.0175
3841.00,0.0178
3840.00,0.0179
3839.00,0.0179
3838.00,0.0178
3837.00,0.0177
3836.00,0.0177
3835.00,0.0177
3834.00,0.0176
3833.00,0.0174
3832.00,0.0171
3831.00,0.0170
3830.00,0.0170
3829.00,0.0171
3828.00,0.0171
3827.00,0.0170
3826.00,0.0169
