Created as New Dataset,Monday, April 03 2023
cm-1,A
4000.00,0.0060
3999.00,0.0060
3998.00,0.0060
3997.00,0.0059
3996.00,0.0059
3995.00,0.0059
3994.00,0.0059
3993.00,0.0059
3992.00,0.0060
3991.00,0.0060
3990.00,0.0060
3989.00,0.0059
3988.00,0.0059
3987.00,0.0059
3986.00,0.0059
3985.00,0.0059
3984.00,0.0059
3983.00,0.0058
3982.00,0.0058
3981.00,0.0058
3980.00,0.0058
3979.00,0.0059
3978.00,0.0059
3977.00,0.0059
3976.00,0.0059
3975.00,0.0059
3974.00,0.0059
3973.00,0.0059
3972.00,0.0058
3971.00,0.0058
3970.00,0.0058
3969.00,0.0058
3968.00,0.0058
3967.00,0.0058
3966.00,0.0059
3965.00,0.0059
3964.00,0.0059
3963.00,0.0059
3962.00,0.0059
3961.00,0.0059
3960.00,0.0058
3959.00,0.0058
3958.00,0.0058
3957.00,0.0058
3956.00,0.0058
3955.00,0.0057
3954.00,0.0057
3953.00,0.0058
3952.00,0.0058
3951.00,0.0058
3950.00,0.0058
3949.00,0.0059
3948.00,0.0059
3947.00,0.0059
3946.00,0.0058
3945.00,0.0058
3944.00,0.0057
3943.00,0.0057
3942.00,0.0057
3941.00,0.0057
3940.00,0.0057
3939.00,0.0058
3938.00,0.0058
3937.00,0.0058
3936.00,0.0058
3935.00,0.0059
3934.00,0.0059
3933.00,0.0059
3932.00,0.0059
3931.00,0.0058
3930.00,0.0058
3929.00,0.0057
3928.00,0.0057
3927.00,0.0056
3926.00,0.0056
3925.00,0.0056
3924.00,0.0056
3923.00,0.0056
3922.00,0.0057
3921.00,0.0057
3920.00,0.0058
3919.00,0.0058
3918.00,0.0058
3917.00,0.0057
3916.00,0.0057
3915.00,0.0056
3914.00,0.0056
3913.00,0.0056
3912.00,0.0056
3911.00,0.0056
3910.00,0.0056
3909.00,0.0056
3908.00,0.0057
3907.00,0.0057
3906.00,0.0058
3905.00,0.0059
3904.00,0.0060
3903.00,0.0061
3902.00,0.0061
3901.00,0.0060
3900.00,0.0059
3899.00,0.0058
3898.00,0.0057
3897.00,0.0057
3896.00,0.0057
3895.00,0.0057
3894.00,0.0056
3893.00,0.0056
3892.00,0.0055
3891.00,0.0056
3890.00,0.0056
3889.00,0.0057
3888.00,0.0058
3887.00,0.0058
3886.00,0.0057
3885.00,0.0057
3884.00,0.0057
3883.00,0.0057
3882.00,0.0056
3881.00,0.0055
3880.00,0.0055
3879.00,0.0056
3878.00,0.0056
3877.00,0.0056
3876.00,0.0055
3875.00,0.0054
3874.00,0.0054
3873.00,0.0055
3872.00,0.0056
3871.00,0.0056
3870.00,0.0056
3869.00,0.0056
3868.00,0.0057
3867.00,0.0058
3866.00,0.0058
3865.00,0.0057
3864.00,0.0056
3863.00,0.0055
3862.00,0.0056
3861.00,0.0056
3860.00,0.0056
3859.00,0.0056
3858.00,0.0056
3857.00,0.0056
3856.00,0.0056
3855.00,0.0057
3854.00,0.0056
3853.00,0.0056
3852.00,0.0056
3851.00,0.0056
3850.00,0.0056
3849.00,0.0056
3848.00,0.0056
3847.00,0.0055
3846.00,0.0055
3845.00,0.0054
3844.00,0.0054
3843.00,0.0054
3842.00,0.0054
3841.00,0.0054
3840.00,0.0054
3839.00,0.0054
3838.00,0.0054
3837.00,0.0054
3836.00,0.0054
3835.00,0.0054
3834.00,0.0054
3833.00,0.0054
3832.00,0.0055
3831.00,0.0055
3830.00,0.0055
3829.00,0.0054
3828.00,0.0053
3827.00,0.0053
3826.00,0.0052
3825.00,0.0053
3824.00,0.0054
3823.00,0.0055
3822.00,0.0054
3821.00,0.0054
3820.00,0.0054
3819.00,0.0054
3818.00,0.0054
3817.00,0.0053
3816.00,0.0052
3815.00,0.0051
3814.00,0.0052
3813.00,0.0053
3812.00,0.0053
3811.00,0.0052
3810.00,0.0052
3809.00,0.0052
3808.00,0.0053
3807.00,0.0053
3806.00,0.0054
3805.00,0.0054
3804.00,0.0054
3803.00,0.0053
3802.00,0.0052
3801.00,0.0051
3800.00,0.0052
3799.00,0.0052
3798.00,0.0052
3797.00,0.0051
3796.00,0.0051
3795.00,0.0051
3794.00,0.0051
3793.00,0.0051
3792.00,0.0051
3791.00,0.0051
3790.00,0.0051
3789.00,0.0052
3788.00,0.0052
3787.00,0.0052
3786.00,0.0051
3785.00,0.0051
3784.00,0.0051
3783.00,0.0051
3782.00,0.0051
3781.00,0.0050
3780.00,0.0050
3779.00,0.0049
3778.00,0.0050
3777.00,0.0050
3776.00,0.0050
3775.00,0.0051
3774.00,0.0051
3773.00,0.0051
3772.00,0.0052
3771.00,0.0052
3770.00,0.0052
3769.00,0.0052
3768.00,0.0052
3767.00,0.0052
3766.00,0.0052
3765.00,0.0052
3764.00,0.0052
3763.00,0.0052
3762.00,0.0052
3761.00,0.0052
3760.00,0.0052
3759.00,0.0051
3758.00,0.0052
3757.00,0.0052
3756.00,0.0052
3755.00,0.0053
3754.00,0.0054
3753.00,0.0054
3752.00,0.0056
3751.00,0.0056
3750.00,0.0057
3749.00,0.0057
3748.00,0.0056
3747.00,0.0056
3746.00,0.0055
3745.00,0.0055
3744.00,0.0055
3743.00,0.0055
3742.00,0.0055
3741.00,0.0056
3740.00,0.0056
3739.00,0.0056
3738.00,0.0057
3737.00,0.0057
3736.00,0.0057
3735.00,0.0056
3734.00,0.0055
3733.00,0.0055
3732.00,0.0055
3731.00,0.0054
3730.00,0.0054
3729.00,0.0054
3728.00,0.0054
3727.00,0.0054
3726.00,0.0053
3725.00,0.0052
3724.00,0.0052
3723.00,0.0051
3722.00,0.0051
3721.00,0.0051
3720.00,0.0050
3719.00,0.0050
3718.00,0.0050
3717.00,0.0050
3716.00,0.0051
3715.00,0.0052
3714.00,0.0053
3713.00,0.0053
3712.00,0.0053
3711.00,0.0053
3710.00,0.0053
3709.00,0.0053
3708.00,0.0053
3707.00,0.0052
3706.00,0.0052
3705.00,0.0051
3704.00,0.0051
3703.00,0.0050
3702.00,0.0050
3701.00,0.0050
3700.00,0.0051
3699.00,0.0051
3698.00,0.0052
3697.00,0.0051
3696.00,0.0051
3695.00,0.0051
3694.00,0.0051
3693.00,0.0051
3692.00,0.0052
3691.00,0.0052
3690.00,0.0052
3689.00,0.0053
3688.00,0.0053
3687.00,0.0054
3686.00,0.0054
3685.00,0.0054
3684.00,0.0055
3683.00,0.0055
3682.00,0.0055
3681.00,0.0055
3680.00,0.0055
3679.00,0.0055
3678.00,0.0056
3677.00,0.0056
3676.00,0.0056
3675.00,0.0057
3674.00,0.0059
3673.00,0.0061
3672.00,0.0061
3671.00,0.0060
3670.00,0.0059
3669.00,0.0058
3668.00,0.0059
3667.00,0.0059
3666.00,0.0060
3665.00,0.0060
3664.00,0.0060
3663.00,0.0060
3662.00,0.0060
3661.00,0.0061
3660.00,0.0061
3659.00,0.0062
3658.00,0.0063
3657.00,0.0064
3656.00,0.0065
3655.00,0.0065
3654.00,0.0066
3653.00,0.0066
3652.00,0.0067
3651.00,0.0068
3650.00,0.0069
3649.00,0.0069
3648.00,0.0069
3647.00,0.0069
3646.00,0.0069
3645.00,0.0069
3644.00,0.0068
3643.00,0.0068
3642.00,0.0068
3641.00,0.0068
3640.00,0.0069
3639.00,0.0069
3638.00,0.0069
3637.00,0.0070
3636.00,0.0070
3635.00,0.0071
3634.00,0.0072
3633.00,0.0073
3632.00,0.0074
3631.00,0.0075
3630.00,0.0077
3629.00,0.0078
3628.00,0.0079
3627.00,0.0079
3626.00,0.0078
3625.00,0.0077
3624.00,0.0076
3623.00,0.0076
3622.00,0.0076
3621.00,0.0077
3620.00,0.0078
3619.00,0.0080
3618.00,0.0080
3617.00,0.0081
3616.00,0.0081
3615.00,0.0081
3614.00,0.0082
3613.00,0.0083
3612.00,0.0084
3611.00,0.0085
3610.00,0.0086
3609.00,0.0085
3608.00,0.0085
3607.00,0.0084
3606.00,0.0084
3605.00,0.0084
3604.00,0.0084
3603.00,0.0084
3602.00,0.0084
3601.00,0.0084
3600.00,0.0084
3599.00,0.0085
3598.00,0.0084
3597.00,0.0084
3596.00,0.0085
3595.00,0.0085
3594.00,0.0086
3593.00,0.0087
3592.00,0.0088
3591.00,0.0089
3590.00,0.0089
3589.00,0.0089
3588.00,0.0089
3587.00,0.0089
3586.00,0.0090
3585.00,0.0090
3584.00,0.0090
3583.00,0.0090
3582.00,0.0090
3581.00,0.0090
3580.00,0.0090
3579.00,0.0091
3578.00,0.0091
3577.00,0.0091
3576.00,0.0091
3575.00,0.0092
3574.00,0.0092
3573.00,0.0093
3572.00,0.0093
3571.00,0.0093
3570.00,0.0094
3569.00,0.0095
3568.00,0.0096
3567.00,0.0097
3566.00,0.0098
3565.00,0.0098
3564.00,0.0098
3563.00,0.0098
3562.00,0.0097
3561.00,0.0097
3560.00,0.0097
3559.00,0.0098
3558.00,0.0098
3557.00,0.0098
3556.00,0.0098
3555.00,0.0099
3554.00,0.0099
3553.00,0.0099
3552.00,0.0100
3551.00,0.0101
3550.00,0.0102
3549.00,0.0102
3548.00,0.0103
3547.00,0.0103
3546.00,0.0104
3545.00,0.0105
3544.00,0.0105
3543.00,0.0105
3542.00,0.0105
3541.00,0.0104
3540.00,0.0104
3539.00,0.0104
3538.00,0.0105
3537.00,0.0105
3536.00,0.0105
3535.00,0.0106
3534.00,0.0106
3533.00,0.0106
3532.00,0.0106
3531.00,0.0106
3530.00,0.0107
3529.00,0.0107
3528.00,0.0108
3527.00,0.0109
3526.00,0.0109
3525.00,0.0110
3524.00,0.0109
3523.00,0.0109
3522.00,0.0110
3521.00,0.0110
3520.00,0.0110
3519.00,0.0110
3518.00,0.0110
3517.00,0.0111
3516.00,0.0111
3515.00,0.0112
3514.00,0.0112
3513.00,0.0112
3512.00,0.0112
3511.00,0.0112
3510.00,0.0112
3509.00,0.0113
3508.00,0.0114
3507.00,0.0114
3506.00,0.0114
3505.00,0.0114
3504.00,0.0115
3503.00,0.0115
3502.00,0.0116
3501.00,0.0116
3500.00,0.0116
3499.00,0.0116
3498.00,0.0117
3497.00,0.0117
3496.00,0.0118
3495.00,0.0119
3494.00,0.0119
3493.00,0.0119
3492.00,0.0119
3491.00,0.0120
3490.00,0.0120
3489.00,0.0120
3488.00,0.0120
3487.00,0.0120
3486.00,0.0121
3485.00,0.0121
3484.00,0.0121
3483.00,0.0121
3482.00,0.0121
3481.00,0.0121
3480.00,0.0122
3479.00,0.0122
3478.00,0.0123
3477.00,0.0123
3476.00,0.0124
3475.00,0.0124
3474.00,0.0124
3473.00,0.0124
3472.00,0.0124
3471.00,0.0124
3470.00,0.0124
3469.00,0.0124
3468.00,0.0124
3467.00,0.0125
3466.00,0.0126
3465.00,0.0126
3464.00,0.0126
3463.00,0.0126
3462.00,0.0127
3461.00,0.0127
3460.00,0.0127
3459.00,0.0128
3458.00,0.0128
3457.00,0.0128
3456.00,0.0128
3455.00,0.0128
3454.00,0.0128
3453.00,0.0128
3452.00,0.0129
3451.00,0.0129
3450.00,0.0129
3449.00,0.0129
3448.00,0.0130
3447.00,0.0130
3446.00,0.0131
3445.00,0.0131
3444.00,0.0131
3443.00,0.0131
3442.00,0.0131
3441.00,0.0131
3440.00,0.0131
3439.00,0.0131
3438.00,0.0132
3437.00,0.0132
3436.00,0.0132
3435.00,0.0132
3434.00,0.0132
3433.00,0.0132
3432.00,0.0133
3431.00,0.0133
3430.00,0.0133
3429.00,0.0133
3428.00,0.0134
3427.00,0.0134
3426.00,0.0134
3425.00,0.0135
3424.00,0.0135
3423.00,0.0135
3422.00,0.0135
3421.00,0.0135
3420.00,0.0135
3419.00,0.0136
3418.00,0.0136
3417.00,0.0136
3416.00,0.0136
3415.00,0.0136
3414.00,0.0136
3413.00,0.0136
3412.00,0.0136
3411.00,0.0136
3410.00,0.0136
3409.00,0.0136
3408.00,0.0136
3407.00,0.0136
3406.00,0.0136
3405.00,0.0137
3404.00,0.0137
3403.00,0.0138
3402.00,0.0138
3401.00,0.0138
3400.00,0.0138
3399.00,0.0138
3398.00,0.0138
3397.00,0.0138
3396.00,0.0139
3395.00,0.0139
3394.00,0.0139
3393.00,0.0139
3392.00,0.0138
3391.00,0.0138
3390.00,0.0138
3389.00,0.0139
3388.00,0.0139
3387.00,0.0139
3386.00,0.0139
3385.00,0.0139
3384.00,0.0139
3383.00,0.0139
3382.00,0.0139
3381.00,0.0140
3380.00,0.0140
3379.00,0.0141
3378.00,0.0141
3377.00,0.0142
3376.00,0.0142
3375.00,0.0142
3374.00,0.0142
3373.00,0.0141
3372.00,0.0141
3371.00,0.0141
3370.00,0.0141
3369.00,0.0141
3368.00,0.0141
3367.00,0.0141
3366.00,0.0142
3365.00,0.0143
3364.00,0.0143
3363.00,0.0143
3362.00,0.0143
3361.00,0.0143
3360.00,0.0143
3359.00,0.0143
3358.00,0.0142
3357.00,0.0142
3356.00,0.0142
3355.00,0.0143
3354.00,0.0143
3353.00,0.0143
3352.00,0.0144
3351.00,0.0144
3350.00,0.0144
3349.00,0.0144
3348.00,0.0143
3347.00,0.0143
3346.00,0.0143
3345.00,0.0143
3344.00,0.0143
3343.00,0.0144
3342.00,0.0144
3341.00,0.0144
3340.00,0.0144
3339.00,0.0144
3338.00,0.0144
3337.00,0.0144
3336.00,0.0144
3335.00,0.0143
3334.00,0.0143
3333.00,0.0143
3332.00,0.0143
3331.00,0.0144
3330.00,0.0144
3329.00,0.0145
3328.00,0.0145
3327.00,0.0145
3326.00,0.0145
3325.00,0.0145
3324.00,0.0145
3323.00,0.0145
3322.00,0.0144
3321.00,0.0144
3320.00,0.0144
3319.00,0.0144
3318.00,0.0144
3317.00,0.0144
3316.00,0.0144
3315.00,0.0144
3314.00,0.0144
3313.00,0.0144
3312.00,0.0144
3311.00,0.0144
3310.00,0.0144
3309.00,0.0145
3308.00,0.0145
3307.00,0.0145
3306.00,0.0145
3305.00,0.0144
3304.00,0.0144
3303.00,0.0145
3302.00,0.0145
3301.00,0.0145
3300.00,0.0146
3299.00,0.0145
3298.00,0.0145
3297.00,0.0145
3296.00,0.0145
3295.00,0.0145
3294.00,0.0145
3293.00,0.0145
3292.00,0.0145
3291.00,0.0145
